id,microtheme,phrase_family,phrase_text,pattern_lemmas,precision_level,source_type,enabled,risk_comment,comment
PHR_208,голова / ум как орган мышления,REFLECT_GENERAL,обдумывал каждое слово,обдумывал каждое слово,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_209,голова / ум как орган мышления,REFLECT_GENERAL,обдумал все,обдумал все,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_210,голова / ум как орган мышления,REFLECT_GENERAL,обдумал хорошенько,обдумал хорошенько,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_211,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,перебирал мысли,перебирал мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_212,голова / ум как орган мышления,HEAD_MIND,перебирал в уме,перебирал в ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_213,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,ворочал мысли,ворочал мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_214,голова / ум как орган мышления,HEAD_MIND,ворочал в голове,ворочал в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_215,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,прикидывал одно к другому,прикидывал одно к другому,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_216,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,пришла ему мысль,прийти ему мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_217,инициация мысли,COME_TO_MIND,пришла в голову мысль,прийти в голова мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_218,инициация мысли,COME_TO_MIND,пришло ему в голову,прийти ему в голова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_219,инициация мысли,COME_TO_MIND,в голову пришло,в голова прийти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_220,инициация мысли,COME_TO_MIND,в голову ему пришло,в голова ему прийти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_221,инициация мысли,FLASH_THOUGHT,мелькнула у него мысль,мелькнуть у него мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_222,инициация мысли,FLASH_THOUGHT,мелькнуло в голове,мелькнуло в голова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_223,инициация мысли,FLASH_THOUGHT,промелькнула мысль,промелькнула мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_224,инициация мысли,FLASH_THOUGHT,промелькнуло в голове,промелькнуло в голова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_225,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,родилась мысль,родилась мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_226,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,возникло предположение,возникло предположение,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_227,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,появилась мысль,появилась мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_228,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,поднялась мысль,поднялась мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_229,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,вспыхнула мысль,вспыхнула мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_230,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,шевельнулась мысль,шевельнулась мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_231,инициация мысли,HEAD_MIND,шевельнулось в голове,шевельнулось в голова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_232,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,забрезжила мысль,забрезжила мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_233,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль ударила,мысль ударила,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_234,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль кольнула,мысль кольнула,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_235,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль остановила,мысль остановила,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_236,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль зацепилась,мысль зацепилась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_237,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль ухватилась,мысль ухватилась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_238,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль явилась,мысль явилась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_239,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль вспыхнула,мысль вспыхнула,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_240,инициация мысли,FLASH_THOUGHT,мысль промелькнула,мысль промелькнула,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_241,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль шевельнулась,мысль шевельнулась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_242,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль родилась,мысль родилась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_243,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль поднялась,мысль поднялась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_244,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,мысль зашевелилась,мысль зашевелилась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_245,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,озарила мысль,озарила мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_246,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,осенила мысль,осенила мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_247,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,его осенила мысль,его осенила мысль,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_248,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,новая мысль пришла,новая мысль прийти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_249,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,странная мысль пришла,странная мысль прийти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_250,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,тяжелая мысль пришла,тяжелая мысль прийти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_251,инициация мысли,ИНИЦИАЦИЯ_МЫСЛИ,тревожная мысль пришла,тревожная мысль прийти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_252,голова / ум как орган мышления,HEAD_MIND,ему подумалось,ему подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_253,голова / ум как орган мышления,HEAD_MIND,ей подумалось,ей подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_254,голова / ум как орган мышления,HEAD_MIND,вдруг подумалось,вдруг подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_255,голова / ум как орган мышления,HEAD_MIND,тут подумалось,тут подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_256,голова / ум как орган мышления,HEAD_MIND,подумалось ему,подумалось ему,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_257,голова / ум как орган мышления,HEAD_MIND,подумалось вдруг,подумалось вдруг,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_258,голова / ум как орган мышления,HEAD_MIND,странно подумалось,странно подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_259,голова / ум как орган мышления,HEAD_MIND,горько подумалось,горько подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_260,голова / ум как орган мышления,HEAD_MIND,невесело подумалось,невесело подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_261,голова / ум как орган мышления,HEAD_MIND,тяжело подумалось,тяжело подумалось,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_262,голова / ум как орган мышления,HEAD_MIND,вздумалось ему,вздумалось ему,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_263,голова / ум как орган мышления,HEAD_MIND,вздумалось вдруг,вздумалось вдруг,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_264,голова / ум как орган мышления,COME_TO_MIND,пришло ему на ум,прийти ему на ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_265,голова / ум как орган мышления,HEAD_MIND,взбрело в голову,взбрело в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_266,голова / ум как орган мышления,HEAD_MIND,взбрело ему в голову,взбрело ему в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_267,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,показалось ему,показалось ему,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_268,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,стало казаться,стать казаться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_269,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,начало казаться,начало казаться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_270,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,чудилось ему,чудилось ему,EXPERIMENTAL,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_271,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,мерещилось ему,мерещилось ему,EXPERIMENTAL,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_272,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,почудилось ему,почудилось ему,EXPERIMENTAL,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_273,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,померещилось ему,померещилось ему,EXPERIMENTAL,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_274,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,показалось вдруг,показалось вдруг,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_275,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,показалось странным,показалось странным,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_276,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,казалось теперь,казалось теперь,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_277,голова / ум как орган мышления,ГОЛОВА_УМ_КАК_ОРГАН_МЫШЛЕНИЯ,казалось ясно,казалось ясно,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_278,память / воспоминание,REMEMBER,вспомнил вдруг,вспомнить вдруг,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_279,память / воспоминание,REMEMBER,стал вспоминать,стать вспоминать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_280,память / воспоминание,REMEMBER,начала вспоминать,начала вспоминать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_281,память / воспоминание,REMEMBER,начал вспоминать,начал вспоминать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_282,память / воспоминание,REMEMBER,принялся вспоминать,принялся вспоминать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_283,память / воспоминание,REMEMBER,долго вспоминал,долго вспоминал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_284,память / воспоминание,REMEMBER,вспоминал прошлое,вспоминал прошлое,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_285,память / воспоминание,REMEMBER,вспоминал дом,вспоминал дом,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_286,память / воспоминание,REMEMBER,вспоминал мать,вспоминал мать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_287,память / воспоминание,REMEMBER,вспоминал отца,вспоминал отца,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_288,память / воспоминание,REMEMBER,вспоминал Наталью,вспоминал наталью,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_289,память / воспоминание,REMEMBER,вспоминал Аксинью,вспоминал аксинью,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_290,память / воспоминание,REMEMBER,вспоминал войну,вспоминал войну,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_291,память / воспоминание,REMEMBER,вспоминал детство,вспоминал детство,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_292,память / воспоминание,REMEMBER,вспоминал хутор,вспоминал хутор,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_293,память / воспоминание,REMEMBER,вспоминал Дон,вспоминал дон,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_294,память / воспоминание,REMEMBER,вспоминал разговор,вспоминал разговор,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_295,память / воспоминание,REMEMBER,вспоминал слова,вспоминал слова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_296,память / воспоминание,REMEMBER,вспомнилось ему,вспомнилось ему,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_297,память / воспоминание,REMEMBER,ему вспомнилось,ему вспомнилось,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_298,память / воспоминание,REMEMBER,вспомнилось вдруг,вспомнилось вдруг,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_299,память / воспоминание,MEMORY_SURFACE,всплыло в памяти,всплыло в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_300,память / воспоминание,MEMORY_SURFACE,всплыла в памяти,всплыла в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_301,память / воспоминание,MEMORY_SURFACE,возникло в памяти,возникло в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_302,память / воспоминание,MEMORY_SURFACE,поднялось в памяти,поднялось в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_303,память / воспоминание,MEMORY_SURFACE,осталось в памяти,осталось в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_304,память / воспоминание,MEMORY_SURFACE,сохранилось в памяти,сохранилось в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_305,память / воспоминание,MEMORY_SURFACE,держал в памяти,держал в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_306,память / воспоминание,MEMORY_SURFACE,хранил в памяти,хранил в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_307,память / воспоминание,MEMORY_SURFACE,не выходило из памяти,не выходило из память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_308,память / воспоминание,MEMORY_SURFACE,память подсказала,память подсказала,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_309,память / воспоминание,MEMORY_SURFACE,память вернула,память вернула,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_310,память / воспоминание,MEMORY_SURFACE,память удержала,память удержала,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_311,память / воспоминание,REMEMBER,стал припоминать,стать припоминать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_312,память / воспоминание,REMEMBER,начал припоминать,начал припоминать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_313,память / воспоминание,REMEMBER,припоминал подробности,припоминал подробности,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_314,память / воспоминание,REMEMBER,припоминал слова,припоминал слова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_315,память / воспоминание,REMEMBER,припоминал лицо,припоминал лицо,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_316,память / воспоминание,REMEMBER,припоминал голос,припоминал голос,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_317,память / воспоминание,REMEMBER,припоминал разговор,припоминал разговор,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_318,память / воспоминание,REMEMBER,припоминал дорогу,припоминал дорогу,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_319,память / воспоминание,MEMORY_SURFACE,восстанавливал в памяти,восстанавливал в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_320,память / воспоминание,MEMORY_SURFACE,врезалось в память,врезалось в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_321,память / воспоминание,MEMORY_SURFACE,засело в памяти,засело в память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_322,память / воспоминание,MEMORY_SURFACE,стерлось из памяти,стерлось из память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_323,память / воспоминание,MEMORY_SURFACE,исчезло из памяти,исчезло из память,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_324,память / воспоминание,MEMORY_SURFACE,память изменила,память изменила,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_325,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,не мог забыть,не мог забыть,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_326,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,никак не мог забыть,никак не мог забыть,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_327,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,не забывал,не забывал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_328,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,помнил хорошо,помнить хорошо,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_329,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,хорошо помнил,хорошо помнить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_330,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,помнил ясно,помнить ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_331,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,помнил смутно,помнить смутно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_332,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,помнил давно,помнить давно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_333,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,запомнил навсегда,запомнил навсегда,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_334,понимание / ясность,UNDERSTAND,понял вдруг,понять вдруг,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_335,понимание / ясность,UNDERSTAND,теперь понял,теперь понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_336,понимание / ясность,UNDERSTAND,не сразу понял,не сразу понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_337,понимание / ясность,UNDERSTAND,понял ясно,понять ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_338,понимание / ясность,UNDERSTAND,тяжело понял,тяжело понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_339,понимание / ясность,UNDERSTAND,горько понял,горько понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_340,понимание / ясность,UNDERSTAND,понял сердцем,понять сердцем,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_341,понимание / ясность,UNDERSTAND,понял душой,понять душой,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_342,понимание / ясность,UNDERSTAND,понял умом,понять ум,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_343,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,стал понимать,стать понимать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_344,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,начала понимать,начала понимать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_345,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,начал понимать,начал понимать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_346,понимание / ясность,UNDERSTAND,не мог понять,не мог понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_347,понимание / ясность,UNDERSTAND,никак не мог понять,никак не мог понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_348,понимание / ясность,UNDERSTAND,не понимал сначала,не понимал сначала,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_349,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,теперь стало понятно,теперь стать понятно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_350,понимание / ясность,BECOME_CLEAR,сразу стало ясно,сразу стать ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_351,понимание / ясность,BECOME_CLEAR,ему стало ясно,ему стать ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_352,понимание / ясность,BECOME_CLEAR,стало ясно ему,стать ясно ему,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_353,понимание / ясность,BECOME_CLEAR,все стало ясно,все стать ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_354,понимание / ясность,BECOME_CLEAR,теперь все стало ясно,теперь все стать ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_355,понимание / ясность,HEAD_MIND,прояснилось в голове,прояснилось в голова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_356,понимание / ясность,HEAD_MIND,прояснилось в уме,прояснилось в ум,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_357,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,дошло до него,дошло до него,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_358,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,до него дошло,до него дошло,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_359,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,дошло наконец,дошло наконец,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_360,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,наконец дошло,наконец дошло,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_361,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,взял в толк,взял в толк,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_362,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,не взял в толк,не взял в толк,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
