marker_id,marker_source,microtheme,phrase_family,unit_type,unit_raw,unit_norm,marker_label,precision_level,source_type,enabled,risk_comment,comment
PHR_323,PHRASE,память / воспоминание,MEMORY_SURFACE,PHRASE,исчезло из памяти,исчезло из память,исчезло из памяти [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_324,PHRASE,память / воспоминание,MEMORY_SURFACE,PHRASE,память изменила,память изменила,память изменила [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_325,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,не мог забыть,не мог забыть,не мог забыть [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_326,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,никак не мог забыть,никак не мог забыть,никак не мог забыть [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_327,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,не забывал,не забывал,не забывал [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_328,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,помнил хорошо,помнить хорошо,помнил хорошо [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_329,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,хорошо помнил,хорошо помнить,хорошо помнил [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_330,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,помнил ясно,помнить ясно,помнил ясно [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_331,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,помнил смутно,помнить смутно,помнил смутно [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_332,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,помнил давно,помнить давно,помнил давно [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_333,PHRASE,память / воспоминание,ПАМЯТЬ_ВОСПОМИНАНИЕ,PHRASE,запомнил навсегда,запомнил навсегда,запомнил навсегда [память / воспоминание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_334,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял вдруг,понять вдруг,понял вдруг [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_335,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,теперь понял,теперь понять,теперь понял [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_336,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не сразу понял,не сразу понять,не сразу понял [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_337,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял ясно,понять ясно,понял ясно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_338,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,тяжело понял,тяжело понять,тяжело понял [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_339,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,горько понял,горько понять,горько понял [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_340,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял сердцем,понять сердцем,понял сердцем [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_341,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял душой,понять душой,понял душой [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_342,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял умом,понять ум,понял умом [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_343,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,стал понимать,стать понимать,стал понимать [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_344,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,начала понимать,начала понимать,начала понимать [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_345,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,начал понимать,начал понимать,начал понимать [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_346,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не мог понять,не мог понять,не мог понять [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_347,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,никак не мог понять,никак не мог понять,никак не мог понять [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_348,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не понимал сначала,не понимал сначала,не понимал сначала [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_349,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,теперь стало понятно,теперь стать понятно,теперь стало понятно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_350,PHRASE,понимание / ясность,BECOME_CLEAR,PHRASE,сразу стало ясно,сразу стать ясно,сразу стало ясно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_351,PHRASE,понимание / ясность,BECOME_CLEAR,PHRASE,ему стало ясно,ему стать ясно,ему стало ясно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_352,PHRASE,понимание / ясность,BECOME_CLEAR,PHRASE,стало ясно ему,стать ясно ему,стало ясно ему [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_353,PHRASE,понимание / ясность,BECOME_CLEAR,PHRASE,все стало ясно,все стать ясно,все стало ясно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_354,PHRASE,понимание / ясность,BECOME_CLEAR,PHRASE,теперь все стало ясно,теперь все стать ясно,теперь все стало ясно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_355,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,прояснилось в голове,прояснилось в голова,прояснилось в голове [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_356,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,прояснилось в уме,прояснилось в ум,прояснилось в уме [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_357,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,дошло до него,дошло до него,дошло до него [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_358,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,до него дошло,до него дошло,до него дошло [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_359,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,дошло наконец,дошло наконец,дошло наконец [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_360,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,наконец дошло,наконец дошло,наконец дошло [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_361,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,взял в толк,взял в толк,взял в толк [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_362,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,не взял в толк,не взял в толк,не взял в толк [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_363,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,не мог взять в толк,не мог взять в толк,не мог взять в толк [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_364,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,уразумел наконец,уразумел наконец,уразумел наконец [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_365,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,стал уразумевать,стать уразумевать,стал уразумевать [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_366,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,открылось ему,открылось ему,открылось ему [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_367,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,открылось вдруг,открылось вдруг,открылось вдруг [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_368,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял смысл,понять смысл,понял смысл [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_369,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял причину,понять причину,понял причину [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_370,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял правду,понять правду,понял правду [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_371,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял беду,понять беду,понял беду [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_372,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял опасность,понять опасность,понял опасность [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_373,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,понял неправду,понять неправду,понял неправду [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_374,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,стало понятным,стать понятным,стало понятным [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_375,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,сделалось понятным,сделаться понятным,сделалось понятным [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_406,PHRASE,решение / намерение,DECIDE,PHRASE,решил вдруг,решить вдруг,решил вдруг [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_407,PHRASE,решение / намерение,DECIDE,PHRASE,вдруг решил,вдруг решить,вдруг решил [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_408,PHRASE,решение / намерение,DECIDE,PHRASE,сразу решил,сразу решить,сразу решил [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_409,PHRASE,решение / намерение,DECIDE,PHRASE,не сразу решил,не сразу решить,не сразу решил [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_410,PHRASE,решение / намерение,DECIDE,PHRASE,решил для себя,решить для себя,решил для себя [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_411,PHRASE,решение / намерение,DECIDE,PHRASE,решил вернуться,решить вернуться,решил вернуться [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_412,PHRASE,решение / намерение,DECIDE,PHRASE,решил сказать,решить сказать,решил сказать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_413,PHRASE,решение / намерение,DECIDE,PHRASE,решил молчать,решить молчать,решил молчать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_414,PHRASE,решение / намерение,DECIDE,PHRASE,решил ждать,решить ждать,решил ждать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_415,PHRASE,решение / намерение,DECIDE,PHRASE,решил уйти,решить уйти,решил уйти [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_416,PHRASE,решение / намерение,DECIDE,PHRASE,решил остаться,решить остаться,решил остаться [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_417,PHRASE,решение / намерение,DECIDE,PHRASE,решил спросить,решить спросить,решил спросить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_418,PHRASE,решение / намерение,DECIDE,PHRASE,решил ответить,решить ответить,решил ответить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_419,PHRASE,решение / намерение,DECIDE,PHRASE,принял решение,принял решение,принял решение [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_420,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,пришел к решению,прийти к решению,пришел к решению [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_421,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,остановился на решении,остановился на решении,остановился на решении [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_422,PHRASE,решение / намерение,HEAD_MIND,PHRASE,задумал сделать,задумал сделать,задумал сделать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_423,PHRASE,решение / намерение,HEAD_MIND,PHRASE,задумал уйти,задумал уйти,задумал уйти [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_424,PHRASE,решение / намерение,HEAD_MIND,PHRASE,задумал вернуться,задумал вернуться,задумал вернуться [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_425,PHRASE,решение / намерение,HEAD_MIND,PHRASE,задумал сказать,задумал сказать,задумал сказать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_426,PHRASE,решение / намерение,CHANGE_DECISION,PHRASE,передумал вдруг,передумал вдруг,передумал вдруг [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_427,PHRASE,решение / намерение,CHANGE_DECISION,PHRASE,вдруг передумал,вдруг передумал,вдруг передумал [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_428,PHRASE,решение / намерение,CHANGE_DECISION,PHRASE,стал передумывать,стать передумывать,стал передумывать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_429,PHRASE,решение / намерение,REFLECT_GENERAL,PHRASE,раздумал идти,раздумал идти,раздумал идти [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_430,PHRASE,решение / намерение,REFLECT_GENERAL,PHRASE,раздумал говорить,раздумал говорить,раздумал говорить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_431,PHRASE,решение / намерение,REFLECT_GENERAL,PHRASE,раздумал возвращаться,раздумал возвращаться,раздумал возвращаться [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_432,PHRASE,решение / намерение,DECIDE,PHRASE,не мог решить,не мог решить,не мог решить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_433,PHRASE,решение / намерение,DECIDE,PHRASE,никак не мог решить,никак не мог решить,никак не мог решить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_434,PHRASE,решение / намерение,HESITATE,PHRASE,колебался в решении,колебался в решении,колебался в решении [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_435,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,решался долго,решался долго,решался долго [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_436,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,долго решался,долго решался,долго решался [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_437,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,не решался сказать,не решался сказать,не решался сказать [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_438,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,не решался спросить,не решался спросить,не решался спросить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_439,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,не решался ответить,не решался ответить,не решался ответить [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_440,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,наконец решился,наконец решился,наконец решился [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_441,PHRASE,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,PHRASE,решился наконец,решился наконец,решился наконец [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_442,PHRASE,решение / намерение,HEAD_MIND,PHRASE,задумал было,задумал было,задумал было [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_443,PHRASE,решение / намерение,CHANGE_DECISION,PHRASE,передумал было,передумал было,передумал было [решение / намерение],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_444,PHRASE,сомнение / колебание,DOUBT,PHRASE,стал сомневаться,стать сомневаться,стал сомневаться [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_445,PHRASE,сомнение / колебание,DOUBT,PHRASE,начала сомневаться,начала сомневаться,начала сомневаться [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_446,PHRASE,сомнение / колебание,DOUBT,PHRASE,начал сомневаться,начал сомневаться,начал сомневаться [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_447,PHRASE,сомнение / колебание,DOUBT,PHRASE,сомневался в этом,сомневался в этом,сомневался в этом [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_448,PHRASE,сомнение / колебание,DOUBT,PHRASE,сомневался в себе,сомневался в себе,сомневался в себе [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_449,PHRASE,сомнение / колебание,DOUBT,PHRASE,сомневался в решении,сомневался в решении,сомневался в решении [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_450,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,сомнение взяло,сомнение взяло,сомнение взяло [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_451,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,сомнение охватило,сомнение охватило,сомнение охватило [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_452,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,сомнение поднялось,сомнение поднялось,сомнение поднялось [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_453,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,сомнение шевельнулось,сомнение шевельнулось,сомнение шевельнулось [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_454,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,его взяло сомнение,его взяло сомнение,его взяло сомнение [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_455,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,закралось сомнение,закралось сомнение,закралось сомнение [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_456,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,вкралось сомнение,вкралось сомнение,вкралось сомнение [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_457,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не был уверен,не был уверен,не был уверен [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_458,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не мог быть уверен,не мог быть уверен,не мог быть уверен [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_459,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не знал наверно,не знал наверно,не знал наверно [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_460,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не знал наверное,не знал наверное,не знал наверное [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_461,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не знал точно,не знал точно,не знал точно [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_462,PHRASE,сомнение / колебание,HESITATE,PHRASE,колебался долго,колебался долго,колебался долго [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_463,PHRASE,сомнение / колебание,HESITATE,PHRASE,долго колебался,долго колебался,долго колебался [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_464,PHRASE,сомнение / колебание,HESITATE,PHRASE,колебался между,колебался между,колебался между [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_465,PHRASE,сомнение / колебание,HESITATE,PHRASE,колебался в выборе,колебался в выборе,колебался в выборе [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_466,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не мог выбрать,не мог выбрать,не мог выбрать [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_467,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,не мог остановиться,не мог остановиться,не мог остановиться [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_468,PHRASE,сомнение / колебание,PRACTICAL_INTELLECTION,PHRASE,терялся в догадках,терялся в догадках,терялся в догадках [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_469,PHRASE,сомнение / колебание,REFLECT_GENERAL,PHRASE,взяло раздумье,взяло раздумье,взяло раздумье [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_470,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,одолевало сомнение,одолевало сомнение,одолевало сомнение [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_471,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,сомнение мучило,сомнение мучило,сомнение мучило [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_472,PHRASE,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,PHRASE,сомнение точило,сомнение точило,сомнение точило [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_473,PHRASE,сомнение / колебание,HESITATE,PHRASE,мысль колебалась,мысль колебалась,мысль колебалась [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_474,PHRASE,сомнение / колебание,HESITATE,PHRASE,душа колебалась,душа колебалась,душа колебалась [сомнение / колебание],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_475,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно повторил,мысленно повторил,мысленно повторил [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_476,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно ответил,мысленно ответил,мысленно ответил [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_477,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно спросил,мысленно спросил,мысленно спросил [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_478,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно усмехнулся,мысленно усмехнулся,мысленно усмехнулся [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_479,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно выругался,мысленно выругался,мысленно выругался [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
