sent_id,sent_text,word_count,encoding
5666,"Вениамин так же высоко носил плюшевую голову, дрожал студенистыми ляжками и целыми днями в передней на сундуке до одури играл в дурака сам с собою.",25,utf-8
5667,"Так же ревновал Тихон рябую свою любовницу к Сашке, рабочим, Григорию, к пану и даже к журавлю, которому уделяла Лукерья избыток переливавшейся через края вдовьей нежности.",26,utf-8
5668,Дед Сашка время от времени напивался и шел под окна выпрашивать у пана двугривенные.,14,utf-8
5669,"За все время случилось лишь два события, встряхнувших заплесневелую в сонной одури жизнь: Аксиньины роды да пропажа племенного гусака.",19,utf-8
5670,"К девочке, которую родила Аксинья, скоро привыкли, а от гусака нашли за левадой в ярке перья (видно, лиса пошкодила) — и успокоились.",21,utf-8
5671,"Просыпаясь по утрам, пан звал Вениамина:
— Видел что-нибудь во сне?",10,utf-8
5672,"— А как же, такой чудесный сон.",6,utf-8
5673,"— Рассказывай, — коротко приказывал пан, скручивая папироску.",6,utf-8
5674,И Вениамин рассказывал.,3,utf-8
5675,"Если сон был неинтересный или страшный, пан сердился:
— Э, дурак, скотина!",11,utf-8
5676,Дураку и сны дурацкие снятся.,5,utf-8
5677,Приловчился Вениамин выдумывать сны веселые и занимательные.,7,utf-8
5678,"Одно тяготило его: надо было изобретать, и вот за несколько дней начинал он придумывать веселые сны, сидя на сундуке и шлепая по коврику картами, пухлыми и сальными, как щеки игрока.",30,utf-8
5679,"Тупо влипал глазами в одну точку, измышлял и до того дошел, что в действительности совсем перестал сны видеть.",18,utf-8
5680,"Просыпался, тужился, припоминая, но позади была чернота — гладко, как стесано, и черно, не то что сна — лица ни одного не видел.",21,utf-8
5681,"Выдыхался Вениамин в нехитрых своих выдумках, а пан сердился, изловив рассказчика в повторах.",13,utf-8
5682,"— Ты мне, пакость этакая, и в четверг этот сон про лошадь рассказывал.",12,utf-8
5683,"Что же ты, черт тебя побери?..",6,utf-8
5684,"— Обратно видал, Николай Алексеевич!",4,utf-8
5685,"Истинный Христос, в другой раз вижу, — не теряясь, врал Вениамин.",10,utf-8
5686,"В декабре Григория с сидельцем вызвали в Вешенскую, в станичное правление.",11,utf-8
5687,"Получил сто рублей на коня и извещение, что на второй день Рождества выезжать в слободу Маньково на сборный участок.",19,utf-8
5688,"Григорий вернулся из станицы растерянный: подходило рождество, а у него ничего не было готово.",14,utf-8
5689,"На деньги, выданные казной, и на свои сбережения купил на хуторе Обрывском коня за сто сорок рублей.",17,utf-8
5690,"Покупать ходил с дедом Сашкой, сторговали коня подходящего: шестилеток, масти гнедой, вислозадый; был у него один потаенный изъян.",18,utf-8
5691,"Дед Сашка, теребя бороду, сказал:
— Дешевше не найдешь, а начальство не доглядит.",12,utf-8
5692,Хисту у них не хватит.,5,utf-8
5693,"Оттуда Григорий ехал на купленном коне верхом, пробовал шаг и рысь.",11,utf-8
5694,А за неделю до Рождества явился в Ягодное сам Пантелей Прокофьевич.,11,utf-8
5695,"Кобылу, запряженную в кошевки, не въезжая во двор, привязал к плетню, захромал к людской, обдирая сосульки с бороды, лежавшей на воротнике тулупа черным бруском.",24,utf-8
5696,"Григорий растерялся, увидев в окно отца.",6,utf-8
5697,— Вот так ну!..,3,utf-8
5698,Отец!..,1,utf-8
5699,"Аксинья зачем-то кинулась к люльке, кутая ребенка.",7,utf-8
5700,"Пантелей Прокофьевич влез в комнату, напустив холоду; снял треух и перекрестился на образ, обводя стены медлительным взглядом.",17,utf-8
5701,— Здорóво живете!,2,utf-8
5702,"— Здравствуй, батя, — вставая с лавки, отозвался на приветствие Григорий и, шагнув, стал посредине комнаты.",14,utf-8
5703,"Пантелей Прокофьевич сунул Григорию мерзлую руку, сел на край лавки, запахивая полу тулупа, обходя взглядом Аксинью, пристывшую у люльки.",19,utf-8
5704,— Собираешься на службу?,3,utf-8
5705,— А то как же?,4,utf-8
5706,"Пантелей Прокофьевич замолчал, оглядывая Григория испытующе и долго.",8,utf-8
5707,"— Раздевайся, батя, назяб ить небось?",5,utf-8
5708,— Ничего.,1,utf-8
5709,Терпится.,1,utf-8
5710,— Самовар поставим.,2,utf-8
5711,— Спасибочка.,1,utf-8
5712,"— Соскабливая ногтем с тулупа давнишнее пятнышко грязи, сказал: — Там привез тебе справу: два шинеля, седло, шаровары.",16,utf-8
5713,Возьми…,1,utf-8
5714,Все там.,2,utf-8
5715,Григорий без шапки вышел и взял с саней два мешка.,10,utf-8
5716,"— Когда выступать? — полюбопытствовал Пантелей Прокофьевич, вставая.",6,utf-8
5717,— На второй день Рождества.,4,utf-8
5718,"Что ж, батя, едешь?",4,utf-8
5719,— Поспешаю пораньше возвернуться.,3,utf-8
5720,"Он простился с Григорием и, так же обходя взглядом Аксинью, пошел к двери.",13,utf-8
5721,"Уже держась за щеколду, стрельнул глазами в люльку, сказал:
— Мать поклон велела передать, хворает ногами, — и, помолчав, натужно, словно тяжелое поднимая: — Поеду, тебя провожу до Маньковой.",26,utf-8
5722,Ты готовься.,2,utf-8
5723,"Вышел, окуная руки в тепло вязаных рукавиц.",7,utf-8
5724,Бледная от пережитого унижения Аксинья молчала.,6,utf-8
5725,"Григорий ходил, искоса поглядывая на нее, норовя наступать на одну скрипучую половицу.",12,utf-8
5726,На первый день Рождества Григорий возил Листницкого в Вешенскую.,9,utf-8
5727,"Пан отстоял обедню, позавтракал у своей двоюродной сестры, помещицы, велел запрягать.",11,utf-8
5728,"Григорий, не успевший дохлебать миску жирных, со свининой, щей, встал, пошел в конюшню.",13,utf-8
5729,"В легких городских санках ходил серый, в яблоках, орловский рысак Шибай.",11,utf-8
5730,"Повиснув на поводе, Григорий вывел его из конюшни, торопясь запряг.",10,utf-8
5731,"Ветер перевеивал хрупкий, колючий снег, по двору текла, шипя, серебристая поземка.",11,utf-8
5732,За палисадником — на деревьях нежный бахромчатый иней.,7,utf-8
5733,"Ветер стряхивал его, и, падая, рассыпаясь, отливал он на солнце радужными, сказочно богатыми сочетаниями красок.",15,utf-8
5734,"На крыше дома, около задымленной трубы, из которой косо струился дым, зябкие чечекали галки.",14,utf-8
5735,"Они слетели, вспугнутые скрипом шагов, покружились над домом сизыми хлопьями и полетели на запад, к церкви, четко синея на фиолетовом утреннем небе.",22,utf-8
5736,"— Скажи, что подано! — крикнул Григорий выбежавшей на крыльцо дворовой девке.",10,utf-8
5737,"Вышел пан, окуная усы в воротник енотовой шубы.",8,utf-8
5738,"Григорий укутал ему ноги, пристегнул волчью, обшитую бархатом полсть.",9,utf-8
5739,— Поогрей его.,2,utf-8
5740,— Пан указал глазами на рысака.,5,utf-8
5741,"Запрокидываясь с козел, удерживая в натянутых руках тугую дрожь вожжей, Григорий опасливо косился на раскаты, помнил, как по первопутку пан за неловкий толчок сунул ему в затылок крепкий не по-стариковски кулак.",31,utf-8
5742,"Спустились к мосту, и тут, по Дону, Григорий ослабил вожжи, растирая перчаткой охваченные ветровым огнем щеки.",16,utf-8
5743,До Ягодного долетели в два часа.,6,utf-8
5744,"Пан всю дорогу молчал, изредка стучал согнутым пальцем Григорию в спину: «Останови-и» — и делал папироску, поворачиваясь к ветру спиной.",19,utf-8
5745,"Уже спускаясь с горы в имение, спросил:
— Рано завтра?",9,utf-8
5746,"Григорий повернулся боком, с трудом разодрал иззябшие губы.",8,utf-8
5747,"— Рлано, — получилось у него вместо «рано».",6,utf-8
5748,"Затвердевший от холода язык будто распух; цепляясь за подковку зубов, выговаривал нетвердо.",12,utf-8
5749,— Деньги все получил?,3,utf-8
5750,— Так точно.,2,utf-8
5751,"— За жену не беспокойся, будет жить.",6,utf-8
5752,Служи исправно.,2,utf-8
5753,Дед твой молодецкий был казак.,5,utf-8
5754,"Чтоб и ты, — голос пана зазвучал глуше (Листницкий спрятал от ветра лицо в воротник), — чтоб и ты держал себя достойно своего деда и отца.",24,utf-8
5755,Ведь это отец получил на императорском смотру первый приз за джигитовку?,11,utf-8
5756,— Так точно: отец.,3,utf-8
5757,"— Ну, то-то, — строго, будто грозя, закончил пан и совсем спрятал в шубу лицо.",13,utf-8
5758,"Григорий с рук на руки передал рысака деду Сашке, пошел в людскую.",12,utf-8
5759,"— Отец твой приехал! — крикнул тот ему вслед, накидывая на рысака попону.",11,utf-8
5760,"Пантелей Прокофьевич сидел за столом, доедая студень.",7,utf-8
5761,"«Под хмельком», — определил Григорий, окидывая взглядом размякшее отцово лицо.",9,utf-8
5762,"— Приехал, служивый?",2,utf-8
5763,"— Замерз весь, — хлопая руками, ответил Григорий и — к Аксинье: — Развяжи башлык, руки не владают.",14,utf-8
5764,"— Тебе попало, ветер-то в пику, — двигая при еде ушами и бородой, мурчал отец.",13,utf-8
5765,На этот раз он был гораздо ласковее.,7,utf-8
5766,"Аксинье коротко, по-хозяйски, приказал:
— Отрежь ишо хлебца, не скупись.",9,utf-8
5767,"Встав из-за стола и отправляясь к двери курить, будто невзначай раза два качнул люльку; просунув под положок бороду, осведомился:
— Казак?",20,utf-8
5768,"— Девка, — за Григория отозвалась Аксинья и, уловив недовольство, проплывшее по лицу и застрявшее в бороде старика, торопясь, добавила: — Такая уж писаная, вся в Гришу.",24,utf-8
5769,"Пантелей Прокофьевич деловито оглядел чернявую головку, торчавшую из вороха тряпья, и не без гордости удостоверил:
— Наших кровей…",17,utf-8
5770,Эк-гм…,1,utf-8
5771,Ишь ты!..,2,utf-8
5772,"— Ты на чем приехал, батя? — спросил Григорий.",7,utf-8
5773,"— В дышлах, на кобыленке да на Петровом.",7,utf-8
5774,"— Ехал бы на одной, моего бы припрягли.",7,utf-8
5775,"— Ни к чему, пущай порожнем идет.",6,utf-8
5776,А конь справный.,3,utf-8
5777,— Видал?,1,utf-8
5778,— Чудок поглядел.,2,utf-8
5779,"Говорили о разных нестоящих вещах, волнуемые одним общим.",8,utf-8
5780,"Аксинья не вмешивалась в разговор, сидела на кровати как в воду опущенная.",12,utf-8
5781,Каменно набухшие груди распирали ей створки кофты.,7,utf-8
5782,"Она заметно потолстела после родов, обрела новую, уверенно-счастливую осанку.",9,utf-8
5783,Легли спать поздно.,3,utf-8
5784,"Прижимаясь к Григорию, Аксинья мочила ему рубаху рассолом слез и молоком, стекавшим из невысосанных грудей.",15,utf-8
5785,— Помру с тоски…,3,utf-8
5786,Как я одна буду?,4,utf-8
5787,"— Небось, — таким же шепотом отзывался Григорий.",6,utf-8
5788,— Ночи длинные… дитё не спит…,5,utf-8
5789,Иссохну об тебе…,3,utf-8
5790,"Вздумай, Гриша, — четыре года!",4,utf-8
5791,"— В старину двадцать пять лет служили, гутарют.",7,utf-8
5792,— На что мне старина…,4,utf-8
5793,"— Ну, будя!",2,utf-8
5794,"— Будь она проклята, служба твоя, разлучница!",6,utf-8
5795,— Приду в отпуск.,3,utf-8
5796,"— В отпуск, — эхом стонала Аксинья, всхлипывая и сморкаясь в рубаху, — покеда придешь, в Дону воды много стекет…",17,utf-8
5797,— Не скули…,2,utf-8
5798,"Как дождь осенью, так и ты: одно да добро.",9,utf-8
5799,— Тебя б в мою шкуру!,5,utf-8
5800,Уснул Григорий перед светом.,4,utf-8
5801,"Аксинья покормила дитя и, облокотившись, не мигая, вглядывалась в мутно черневшие линии Григорьева лица, прощалась.",15,utf-8
5802,"Вспомнилась ей та ночь, когда она уговаривала его в своей горнице идти на Кубань; так же только месяц был да двор за окном белел, затопленный лунным половодьем.",27,utf-8
5803,"Так же было, а Григорий сейчас и тот, и не тот.",11,utf-8
5804,"Легла за плечи длинная, протоптанная днями стежка…",7,utf-8
5805,"Григорий повернулся на бок, сказал внятно:
— На хуторе Ольшанском… — и смолк.",11,utf-8
5806,"Аксинья пробовала уснуть, но мысли разметывали сон, как ветер копну сена.",11,utf-8
5807,"Она до света продумала об этой бессвязной фразе, подыскивая к ней отгадку…",12,utf-8
5808,"Пантелей Прокофьевич проснулся, лишь чуть запенился на обыневших окнах свет.",10,utf-8
5809,"— Григорий, вставай, светает!",3,utf-8
5810,"Аксинья, привстав на колени, надела юбку; вздыхая, долго искала спички.",10,utf-8
5811,Пока позавтракали и уложились — рассвело.,5,utf-8
5812,Синими переливами играл утренний свет.,5,utf-8
5813,"Четко, как врезанный в снег, зубчатился плетень, и, прикрывая нежную сиреневую дымку неба, темнела крыша конюшни.",16,utf-8
5814,Пантелей Прокофьевич отправился запрягать.,4,utf-8
5815,"Григорий оторвал от себя исступленно целовавшую его Аксинью, пошел проститься с дедом Сашкой и остальными.",15,utf-8
5816,"Закутав ребенка, Аксинья вышла провожать.",5,utf-8
5817,"Григорий коснулся губами влажного лобика дочери, подошел к коню.",9,utf-8
5818,"— Садись в сани! — крикнул отец, трогая лошадей.",7,utf-8
5819,"— Не, верхом я.",3,utf-8
5820,"Григорий с рассчитанной медлительностью затягивал подпруги, садился на коня и разбирал поводья.",12,utf-8
5821,"Аксинья, касаясь пальцами его ноги, часто повторяла:
— Гриша, погоди… что-то хотела сказать… — и морщилась, вспоминая, растерянная, дрожащая.",17,utf-8
5822,"— Ну, прощай!",2,utf-8
5823,Дитё гляди…,2,utf-8
5824,"Поеду, а то батя вон где уж…",7,utf-8
5825,"— Погоди, родимый!..",2,utf-8
5826,"— Аксинья левой рукой хватала холодное стремя, правой прижимая завернутого в полу ребенка, и глядела ненасытно, и не было свободной руки, чтобы утереть слезы, падавшие из широко открытых немигающих глаз.",29,utf-8
5827,На крыльцо вышел Вениамин.,4,utf-8
5828,"— Григорий, пан зовет.",3,utf-8
5829,"Григорий выругался, взмахнул плетью и поскакал со двора.",8,utf-8
5830,"Аксинья бежала за ним следом, застревая в сугробах, засыпавших двор, и неловко вскидывая обутыми в валенки ногами.",17,utf-8
5831,На гребне Григорий догнал отца.,5,utf-8
5832,"Крепясь, оглянулся.",2,utf-8
5833,"Аксинья стояла у ворот, прижимая к груди закутанного в полу ребенка, ветер трепал, кружил на плечах ее концы красного шалевого платка.",21,utf-8
5834,Григорий поравнялся с санями.,4,utf-8
5835,Поехали шагом.,2,utf-8
5836,"Пантелей Прокофьевич повернулся спиной к лошади, спросил:
— Значится, не думаешь с женой жить?",13,utf-8
5837,— Давнишний сказ… отгутарили…,3,utf-8
5838,"— Не думаешь, стал быть?",4,utf-8
5839,"— Стал быть, так.",3,utf-8
5840,"— Не слыхал, что она руки на себя накладывала?",8,utf-8
5841,— Слыхал.,1,utf-8
5842,— От кого?,2,utf-8
5843,"— В станицу пана возил, хуторных припало повидать.",7,utf-8
5844,— А Бог?,2,utf-8
5845,"— Что ж, батя, на самом-то деле… что с возу упало, то пропало.",12,utf-8
5846,— Ты мне чертовую не расписывай!,5,utf-8
5847,"Я с тобой по добру гутарю, — озлобляясь, зачастил Пантелей Прокофьевич.",10,utf-8
5848,— У меня вон дитё; об чем гутарить?,7,utf-8
5849,Теперича уж не прилепишься.,4,utf-8
5850,— Ты гляди… не чужого вскармываешь?,5,utf-8
5851,Григорий побледнел: тронул отец незарубцованную болячку.,6,utf-8
5852,"Все время после рождения ребенка Григорий мучительно вынашивал в себе, таясь перед Аксиньей, перед самим собой, подозрение.",17,utf-8
5853,"По ночам, когда спала Аксинья, он часто подходил к люльке, всматривался, выискивая в розово-смуглом лице ребенка свое, и отходил такой же неуверенный, как и раньше.",25,utf-8
5854,"Темно-русый, почти черный был и Степан, — как узнать, чью кровь гоняет сердце по голубеющей сетке жил, просвечивающей под кожей ребенка?",20,utf-8
5855,"Временами ему казалось, что дочь похожа на него, иногда до боли напоминала она Степана.",14,utf-8
5856,"К ней ничего не чувствовал Григорий, разве только неприязнь за те минуты, которые пережил, когда вез корчившуюся в родах Аксинью со степи.",22,utf-8
5857,"Раз как-то (Аксинья стряпала на кухне) вынул дочь из люльки и, сменяя мокрую пеленку, почувствовал острое, щиплющее волнение.",18,utf-8
5858,"Воровато нагнулся, пожал зубами красный оттопыренный палец на ноге.",9,utf-8
5859,"Отец безжалостно кольнул в больное, и Григорий, сложив на луке ладони, глухо ответил:
— Чей бы ни был, а дитя не брошу.",21,utf-8
5860,"Пантелей Прокофьевич, не поворачиваясь, махнул на лошадей кнутом.",8,utf-8
5861,— Наталья спортилась с того разу…,5,utf-8
5862,"Голову криво держит, будто параликом зашибленная.",6,utf-8
5863,"Жилу нужную перерезала, вот шею-то и кособочит.",7,utf-8
5864,Он помолчал.,2,utf-8
5865,"Скрипели полозья, кромсая снег; щелкал подковами, засекаясь, Григорьев конь.",9,utf-8
5866,"— Что ж она, как? — спросил Григорий, с особенным вниманием выковыривая из конской гривы обопревший репей.",15,utf-8
5867,"— Очунелась, никак.",2,utf-8
5868,Семь месяцев лежала.,3,utf-8
5869,На Троицу вовзят доходила.,4,utf-8
5870,Поп Панкратий соборовал…,3,utf-8
5871,А посля отошла.,3,utf-8
5872,"С тем поднялась, поднялась и пошла.",6,utf-8
5873,"Косу-то пырнула под сердце, а рука дрогнула, мимо взяла, а то б концы…",13,utf-8
5874,— Трогай под горку.,3,utf-8
5875,"— Григорий махнул плетью и, опережая отца, брызгая в сани снежными, из-под копыт, ошлепками, зарысил, привстав на стременах.",17,utf-8
5876,"— Наталью мы возьмем! — кричал, догоняя его, Пантелей Прокофьевич.",8,utf-8
5877,— Не хочет баба у своих жить.,6,utf-8
5878,"Надысь видал ее, кликал, чтоб шла к нам.",8,utf-8
5879,Григорий не отвечал.,3,utf-8
5880,"До первого хутора ехали молча, и больше разговора об этом Пантелей Прокофьевич не заводил.",14,utf-8
5881,За день сделали верст семьдесят.,5,utf-8
5882,На другие сутки (в домах уже зажгли огни) приехали в слободу Маньково.,12,utf-8
5883,— А в каком квартале вешенские? — спросил Пантелей Прокофьевич у первого встречного.,11,utf-8
5884,— Держи по большой улице.,4,utf-8
5885,"На квартире, в которую попали, стояло пять призывников с провожавшими их отцами.",12,utf-8
5886,"— С каких хуторов? — осведомился Пантелей Прокофьевич, заводя лошадей под навес сарая.",11,utf-8
5887,"— С Чиру, — густо ответили из темноты.",6,utf-8
5888,— А с хутора?,3,utf-8
5889,"— С Каргина есть, с Наполова, с Лиховидова, а вы откель?",10,utf-8
5890,"— С Кукуя, — засмеялся Григорий, расседлывая коня и щупая вспотевшую под седлом конскую спину.",13,utf-8
5891,Наутро станичный атаман Вешенской станицы Дударев привел вешенцев на врачебную комиссию.,11,utf-8
5892,Григорий увидел хуторных ребят-одногодков;,4,utf-8
5893,"Митька Коршунов на высоком светло-гнедом коне, подседланном новехоньким щегольским седлом, с богатым нагрудником и наборной уздечкой, еще утром проскакал к колодцу и, завидев Григория, стоявшего у ворот своей квартиры, прожег мимо, не здороваясь, придерживая левой рукой надетую набекрень фуражку.",39,utf-8
5894,В холодной комнате волостного правления раздевались по очереди.,8,utf-8
5895,"Мимо сновали военные писаря и помощник пристава, в коротких лакированных сапожках частил мимо адъютант окружного атамана; перстень его с черным камнем и розовые припухшие белки красивых черных глаз сильнее оттеняли белизну кожи и аксельбантов.",34,utf-8
5896,"Из комнаты просачивались разговор врачей, отрывистые замечания.",7,utf-8
5897,— Шестьдесят девять.,2,utf-8
5898,"— Павел Иванович, дайте чернильный карандаш, — близко, у двери, хрипел похмельный голос.",11,utf-8
5899,— Объем груди…,2,utf-8
5900,"— Да, да, явно выраженная наследственность.",5,utf-8
5901,"— Сифилис, запишите.",2,utf-8
5902,— Что ты рукой-то закрываешься?,4,utf-8
5903,Не девка.,2,utf-8
5904,"— Сложен-то как…
— …хуторе рассадник этой болезни.",6,utf-8
5905,Необходимы особые меры.,3,utf-8
5906,Я уже рапортовал его превосходительству.,5,utf-8
5907,"— Павел Иванович, посмотрите на сего субъекта.",6,utf-8
5908,Сложен-то каково?,2,utf-8
5909,— М-да-а-а…,1,utf-8
5910,Григорий раздевался рядом с высоким рыжеватым парнем с хутора Чукаринского.,10,utf-8
5911,"Из дверей вышел писарь, морщиня на спине гимнастерку, четко сказал:
— Панфилов Севастьян, Мелехов Григорий.",14,utf-8
5912,"— Скорей! — испуганно шепнул сосед Григория, краснея и выворачивая чулок.",9,utf-8
5913,"Григорий вошел, неся на спине сыпкие мурашки.",7,utf-8
5914,Его смуглое тело отливало цветом томленого дуба.,7,utf-8
5915,"Он конфузился, глядя на свои ноги, густо поросшие черным волосом.",10,utf-8
5916,В углу на весах стоял голый угловатый парень.,8,utf-8
5917,"Кто-то, по виду фельдшер, передвинув мерку, крикнул:
— Четыре, десять.",9,utf-8
5918,Слезай.,1,utf-8
5919,Унизительная процедура осмотра волновала Григория.,5,utf-8
5920,"Седой, в белом, доктор ослушал его трубкой, другой, помоложе, отдирал веки и смотрел на язык, третий — в роговых очках — вертелся позади, потирая руки с засученными по локоть рукавами.",28,utf-8
5921,— На весы.,2,utf-8
5922,Григорий ступил на рубчатую холодную платформу.,6,utf-8
5923,"— Пять, шесть с половиной, — щелкнув металлической навеской, определил весовщик.",9,utf-8
5924,"— Что за черт, не особенно высокий… — замурлыкал седой доктор, за руку поворачивая Григория кругом.",14,utf-8
5925,"— Уди-ви-тельно! — заикаясь, поперхнулся другой, помоложе.",5,utf-8
5926,— Сколько? — изумленно спросил один из сидевших за столом.,8,utf-8
5927,"— Пять пудов, шесть с половиной фунтов, — не опуская вздернутых бровей, ответил седой доктор.",13,utf-8
5928,"— В гвардию? — спросил окружной военный пристав, наклоняясь черной прилизанной головой к соседу за столом.",14,utf-8
5929,— Рожа бандитская…,2,utf-8
5930,Очень дик.,2,utf-8
5931,"— Послушай, повернись!",2,utf-8
5932,"Что это у тебя на спине? — крикнул офицер с погонами полковника, нетерпеливо стуча пальцем по столу.",16,utf-8
5933,"Седой доктор бормотал непонятное, а Григорий, поворачиваясь к столу спиной, ответил, с трудом удерживая дрожь, рябью покрывшую все тело:
— С весны простыл.",22,utf-8
5934,Чирьяки это.,2,utf-8
5935,"К концу обмера чины, посоветовавшись за столом, решили:
— В армию.",10,utf-8
5936,"— В Двенадцатый полк, Мелехов.",4,utf-8
5937,Слышишь?,1,utf-8
5938,Григория отпустили.,2,utf-8
5939,"Направляясь к двери, он услышал брезгливый шепот:
— Нель-зя-а-а. Вообразите, увидит государь такую рожу, что тогда?",15,utf-8
5940,У него одни глаза…,4,utf-8
5941,— Переродок!,1,utf-8
5942,"С Востока, наверное.",3,utf-8
5943,"— Притом тело нечисто, чирьи…",4,utf-8
5944,"Хуторные, ожидавшие очереди, окружили Григория.",5,utf-8
5945,"— Ну как, Гришка?",3,utf-8
5946,— Куда?,1,utf-8
5947,— В Атаманский небось?,3,utf-8
5948,— Сколько заважил на весах?,4,utf-8
5949,"Чикиляя на одной ноге, Григорий просунул ногу в штанину, ответил сквозь зубы:
— Отвяжитесь, какого черта надо?",16,utf-8
5950,Куда?,1,utf-8
5951,В Двенадцатый полк.,3,utf-8
5952,"— Коршунов Дмитрий, Каргин Иван.",4,utf-8
5953,— Писарь высунул голову.,3,utf-8
5954,"На ходу застегивая полушубок, Григорий сбежал с крыльца.",8,utf-8
5955,"Ростепель дышала теплым ветром, парилась оголенная местами дорога.",8,utf-8
5956,"Через улицу пробегали клохчущие куры, в лужине, покрытой косой плывущей рябью, шлепали гуси.",13,utf-8
5957,"Лапы их розовели в воде, оранжево-красные, похожие на зажженные морозом осенние листья.",12,utf-8
5958,Через день начался осмотр лошадей.,5,utf-8
5959,"По площади засновали офицеры; развевая полами шинелей, прошли ветеринарный врач и фельдшер с кономером.",14,utf-8
5960,Вдоль ограды длинно выстроились разномастные лошади.,6,utf-8
5961,"К поставленному среди площади столику, где писарь записывал результаты осмотра и обмера, оскользаясь, пробежал от весов вешенский станичный атаман Дударев, прошел военный пристав, что-то объясняя молодому сотнику, сердито дрыгая ногами.",30,utf-8
5962,"Григорий, по счету сто восьмой, подвел коня к весам.",9,utf-8
5963,"Обмерили все участки на конском теле, взвесили его, и не успел конь сойти с платформы, — ветеринарный врач снова, с привычной властностью, взял его за верхнюю губу, осмотрел рот; сильно надавливая, ощупал грудные мышцы и, как паук, перебирая цепкими пальцами, перекинулся к ногам.",42,utf-8
5964,"Он сжимал коленные суставы, стукал по связкам сухожилий, жал кость над щетками…",12,utf-8
5965,"Долго выслушивал и выщупывал насторожившегося коня и отошел, развевая полами белого халата, сея вокруг терпкий запах карболовой кислоты.",18,utf-8
5966,Коня забраковали.,2,utf-8
5967,"Не оправдалась надежда деда Сашки, и у дошлого врача хватило «хисту» найти тот потаенный изъян, о котором говорил дед Сашка.",20,utf-8
5968,"Взволнованный Григорий посоветовался с отцом и через полчаса, между очередью, ввел на весы Петрова коня.",15,utf-8
5969,"Врач пропустил его, почти не осматривая.",6,utf-8
5970,"Тут же неподалеку выбрал Григорий место посуше и, расстелив попону, выложил на нее свое снаряжение;",15,utf-8
5971,"Пантелей Прокофьевич держал позади коня, переговариваясь с другим стариком, тоже провожавшим сына.",12,utf-8
5972,Мимо них в бледно-серой шинели и серебристой каракулевой папахе прошел высокий седой генерал.,13,utf-8
5973,"Он слегка заносил вперед левую ногу, помахивая рукой, затянутой в белую перчатку.",12,utf-8
5974,"— Вон окружной атаман, — шепнул Пантелей Прокофьевич, толкая сзади Григория.",9,utf-8
5975,"— Генерал, видно?",2,utf-8
5976,— Генерал-майор Макеев.,2,utf-8
5977,Строгий дуром!,2,utf-8
5978,Позади атамана толпой шли приехавшие из полков и батарей офицеры.,10,utf-8
5979,"Один подъесаул, широкий в плечах и бедрах, в артиллерийской форме, громко говорил товарищу, высокому красавцу-офицеру из лейб-гвардии Атаманского полка:
— …Что за черт!",22,utf-8
5980,"Эстонская деревушка, народ преимущественно белесый, и таким резким контрастом эта девушка, да ведь не одна!",15,utf-8
5981,"Мы строим различные предположения и вот узнаем, что лет двадцать назад…",11,utf-8
5982,"— Офицеры шли мимо, удаляясь от места, где Григорий раскладывал на попоне свою казацкую справу, и он, за ветром, с трудом расслышал покрытые смехом офицеров последние слова артиллериста-подъесаула: —…оказывается, стояла в этой деревушке сотня вашего Атаманского полка.",36,utf-8
5983,"Писарь пробежал, застегивая дрожащими, измазанными в химических чернилах пальцами пуговицы сюртука, вслед ему помощник окружного пристава, распалясь, кричал:
— В трех экземплярах, сказано тебе!",23,utf-8
5984,Закатаю!,1,utf-8
5985,Григорий с любопытством всматривался в незнакомые лица офицеров и чиновников.,10,utf-8
5986,"На нем остановил скучающие влажные глаза шагавший мимо адъютант и отвернулся, повстречавшись с внимательным взглядом; догоняя его, почти рысью, шел старый сотник, чем-то взволнованный, кусающий желтыми зубами верхнюю губу.",29,utf-8
5987,"Григорий заметил, как над рыжей бровью сотника трепетал, трогая веко, живчик.",11,utf-8
5988,"Под ногами Григория лежала ненадеванная попона, на ней порядком разложены седло с окованным, крашенным в зеленое ленчиком, с саквами и задними сумами, две шинели, двое шаровар, мундир, две пары сапог, белье, фунт и пятьдесят четыре золотника сухарей, банка консервов, крупа и прочая, в полагаемом для всадника количестве, снедь.",48,utf-8
5989,"В раскрытых сумах виднелся круг — на четыре ноги — подков, ухнали, завернутые в промасленную тряпку, шитвянка с двумя иголками и нитками, полотенце.",21,utf-8
5990,"В последний раз оглядел Григорий свои пожитки, присел на корточки и вытер рукавом измазанные края вьючных пряжек.",17,utf-8
5991,От конца площади медленно тянулась вдоль ряда выстроившихся около попон казаков комиссия.,12,utf-8
5992,"Офицеры и атаман внимательно рассматривали казачье снаряжение, приседали, подбирая полы светлых шинелей, рылись в сумках, разглядывали шитвянки, на руку прикидывали вес сумок с сухарями.",24,utf-8
5993,"— Гля, ребята, вон энтот длинный, — говорил парень, стоявший рядом с Григорием, указывая пальцем на окружного военного пристава, — копает, как кобель хориную норю.",22,utf-8
