hit_type,marker_id,sent_id,token_idx,token_end_idx,target_lemma,target_surface,sent_text,prev_sent_text,next_sent_text,context_window,overlaps_phrase,phrase_overlap_ids,is_noise,noise_reason,count_in_main_stats,hit_id,marker_label,microtheme,phrase_family,unit_type,marker_source,precision_level,source_type,risk_comment,unit_raw,unit_norm,MelekhovLink,MelekhovEvidence,Perspective,PerspectiveEvidence,PerspectiveConfidence,SpeakerDetected,AddresseeDetected,OthersSpeechAct,BookId,Book,PartId,Part
WORD,S1_004,25816,4,4,решить,решил,"Используя это преимущество, Григорий решил вести войну «казачьим» способом: охватывать фланги, заходить в тыл, громить обозы, тревожить и деморализовать красных ночными набегами.",Обилие конницы (в отряде Григория она преобладала) было важным преимуществом.,"Но под Свиридовом решил он действовать иначе: крупной рысью вывел на позиции сотни, одну из них оставил в хуторе, приказал спешиться, залечь в левадах в засаду, предварительно отправив коноводов вглубь хутора во дворы, а с двумя остальными выскочил на пригорок в полуверсте от ветряка и помалу ввязался в бой.","Обилие конницы (в отряде Григория она преобладала) было важным преимуществом. Используя это преимущество, Григорий решил вести войну «казачьим» способом: охватывать фланги, заходить в тыл, громить обозы, тревожить и деморализовать красных ночными набегами. Но под Свиридовом решил он действовать иначе: крупной рысью вывел на позиции сотни, одну из них оставил в хуторе, приказал спешиться, залечь в левадах в засаду, предварительно отправив коноводов вглубь хутора во дворы, а с двумя остальными выскочил на пригорок в полуверсте от ветряка и помалу ввязался в бой.",False,,False,,True,870,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,YES,same_sentence:Григорий,HERO_DIRECT_SPEECH,direct_speech;speech_verb_after_name:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_001,25843,14,14,думать,думал,"Если бы кто мог посмотреть на Григория со стороны в час атаки, тот, наверно, думал бы, что движениями его управляет холодный, не теряющийся ум. Так были они с виду уверенны, выверенны и расчетливы.","Разум, хладнокровие, расчетливость — все покидало Григория в этот страшный миг, и один звериный инстинкт властно и неделимо вступал в управление его волей.",Расстояние между обеими сторонами сокращалось с облегчающей быстротой.,"Разум, хладнокровие, расчетливость — все покидало Григория в этот страшный миг, и один звериный инстинкт властно и неделимо вступал в управление его волей. Если бы кто мог посмотреть на Григория со стороны в час атаки, тот, наверно, думал бы, что движениями его управляет холодный, не теряющийся ум. Так были они с виду уверенны, выверенны и расчетливы. Расстояние между обеими сторонами сокращалось с облегчающей быстротой.",False,,False,,True,873,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григория,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_001,25862,4,4,думать,думать,"Побои и ругань, надо думать, возымели действие на малолетнего Гришку.","Жестоко бивал его за это Пантелей Прокофьевич, даже ребятишки-сверстники прозвали его «Гришка-левша».",С десяти лет вместе с кличкой «левша» отпала у него привычка заменять правую руку левой.,"Жестоко бивал его за это Пантелей Прокофьевич, даже ребятишки-сверстники прозвали его «Гришка-левша». Побои и ругань, надо думать, возымели действие на малолетнего Гришку. С десяти лет вместе с кличкой «левша» отпала у него привычка заменять правую руку левой.",False,,False,,True,874,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Гришку,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_002,26152,9,9,подумать,подумал,"«Говорит, а про себя смеется, гадюка!» — вслушиваясь в интонации, подумал Григорий.","Через дверь слышал, как Георгидзе, шелестя сворачиваемой картой, отвечал:
— Вешенцы, да и вообще все повстанцы, искупят свою вину перед Доном и Россией, если будут так же мужественно бороться с большевиками…","И снова, как вначале, при встрече с этим неожиданно появившимся в Вешенской офицером, Григорий почувствовал какую-то тревогу и беспричинное озлобление.","Через дверь слышал, как Георгидзе, шелестя сворачиваемой картой, отвечал:
— Вешенцы, да и вообще все повстанцы, искупят свою вину перед Доном и Россией, если будут так же мужественно бороться с большевиками… «Говорит, а про себя смеется, гадюка!» — вслушиваясь в интонации, подумал Григорий. И снова, как вначале, при встрече с этим неожиданно появившимся в Вешенской офицером, Григорий почувствовал какую-то тревогу и беспричинное озлобление.",False,,False,,True,880,подумать [инициация мысли],инициация мысли,WORD_CORE,WORD,S1,CORE,curated,,подумать,подумать,YES,same_sentence:Григорий,HERO_INNER_SPEECH,direct_speech+inner_marker;speech_verb_after_quote:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_011,26280,4,4,мысль,мыслям,"Снова вернулся Григорий к мыслям о совещании в Вешенской, о гонце с Хопра и снова, вспомнив подполковника, его чуждую, интеллигентную внешность и манеру говорить, — ощутил неприятное, тягучее волнение.","Искрится на камельке осколок зеркала, лишь в переднем углу темно и тускло отсвечивает посеребренный оклад иконы…","Козленок, взобравшись на шубу, на живот Григорию, долго и глупо всматривался, сучил ушами, потом, осмелев, подпрыгнул раз и два и вдруг раздвинул курчавые ноги.","Искрится на камельке осколок зеркала, лишь в переднем углу темно и тускло отсвечивает посеребренный оклад иконы… Снова вернулся Григорий к мыслям о совещании в Вешенской, о гонце с Хопра и снова, вспомнив подполковника, его чуждую, интеллигентную внешность и манеру говорить, — ощутил неприятное, тягучее волнение. Козленок, взобравшись на шубу, на живот Григорию, долго и глупо всматривался, сучил ушами, потом, осмелев, подпрыгнул раз и два и вдруг раздвинул курчавые ноги.",False,,False,,True,883,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_014,26280,15,15,вспомнить,вспомнив,"Снова вернулся Григорий к мыслям о совещании в Вешенской, о гонце с Хопра и снова, вспомнив подполковника, его чуждую, интеллигентную внешность и манеру говорить, — ощутил неприятное, тягучее волнение.","Искрится на камельке осколок зеркала, лишь в переднем углу темно и тускло отсвечивает посеребренный оклад иконы…","Козленок, взобравшись на шубу, на живот Григорию, долго и глупо всматривался, сучил ушами, потом, осмелев, подпрыгнул раз и два и вдруг раздвинул курчавые ноги.","Искрится на камельке осколок зеркала, лишь в переднем углу темно и тускло отсвечивает посеребренный оклад иконы… Снова вернулся Григорий к мыслям о совещании в Вешенской, о гонце с Хопра и снова, вспомнив подполковника, его чуждую, интеллигентную внешность и манеру говорить, — ощутил неприятное, тягучее волнение. Козленок, взобравшись на шубу, на живот Григорию, долго и глупо всматривался, сучил ушами, потом, осмелев, подпрыгнул раз и два и вдруг раздвинул курчавые ноги.",False,,False,,True,884,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_004,26630,9,9,решить,решил,"Григорий Мелехов, прекрасно учитывая стратегическую выгодность позиции под Каргинской, решил ни в коем случае ее не сдавать.","XLI
Станица Каргинская стала опорным пунктом для 1-й повстанческой дивизии.","Горы, тянувшиеся левобережьем реки Чира, были теми командными высотами, которые давали казакам прекрасную возможность обороняться.","XLI
Станица Каргинская стала опорным пунктом для 1-й повстанческой дивизии. Григорий Мелехов, прекрасно учитывая стратегическую выгодность позиции под Каргинской, решил ни в коем случае ее не сдавать. Горы, тянувшиеся левобережьем реки Чира, были теми командными высотами, которые давали казакам прекрасную возможность обороняться.",False,,False,,True,898,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_011,26647,3,3,мысль,мысли,"Обходное движение, по мысли Григория, должно было начаться с рассветом, для того чтобы лучше замаскироваться.",На совещании вечером все командиры самостоятельных частей получили точные инструкции и приказы.,"Все было просто, как в игре в шашки.","На совещании вечером все командиры самостоятельных частей получили точные инструкции и приказы. Обходное движение, по мысли Григория, должно было начаться с рассветом, для того чтобы лучше замаскироваться. Все было просто, как в игре в шашки.",False,,False,,True,899,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,YES,same_sentence:Григория,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
PHRASE,PHR_100,26649,5,7,прикинуть в ум,прикинув в уме,"И Григорий, тщательно проверив и прикинув в уме все возможные случайности, все, что непредвиденно могло помешать осуществлению его плана, выпил два стакана самогонки, не раздеваясь повалился на койку; покрыв голову влажной полой шинели, уснул мертвецки.","Все было просто, как в игре в шашки.",На следующий день около четырех часов утра красные цепи уже занимали Каргинскую.,"Все было просто, как в игре в шашки. И Григорий, тщательно проверив и прикинув в уме все возможные случайности, все, что непредвиденно могло помешать осуществлению его плана, выпил два стакана самогонки, не раздеваясь повалился на койку; покрыв голову влажной полой шинели, уснул мертвецки. На следующий день около четырех часов утра красные цепи уже занимали Каргинскую.",False,,False,,True,900,прикинуть в уме [рассуждение / вывод],рассуждение / вывод,HEAD_MIND,PHRASE,PHRASE,EXTENDED,manual_existing,,прикинуть в уме,прикинуть в ум,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_011,26702,7,7,мысль,мыслей,"В эти дни Григорий, уходя от черных мыслей, пытаясь заглушить сознание, не думать о том, что творилось вокруг и чему он был видным участником, — начал пить.","Оттуда ежедневно утренними зорями слышался орудийный гул, но сообщения о ходе боев приходили с большим опозданием и не давали ясного представления о положении на фронте 2-й дивизии.","Если повстанцы испытывали острую нужду в муке при огромных запасах пшеницы (мельницы не успевали работать на армию, и зачастую казаки питались вареной пшеницей), то в самогоне не было недостатка.","Оттуда ежедневно утренними зорями слышался орудийный гул, но сообщения о ходе боев приходили с большим опозданием и не давали ясного представления о положении на фронте 2-й дивизии. В эти дни Григорий, уходя от черных мыслей, пытаясь заглушить сознание, не думать о том, что творилось вокруг и чему он был видным участником, — начал пить. Если повстанцы испытывали острую нужду в муке при огромных запасах пшеницы (мельницы не успевали работать на армию, и зачастую казаки питались вареной пшеницей), то в самогоне не было недостатка.",False,,False,,True,902,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_001,26702,12,12,думать,думать,"В эти дни Григорий, уходя от черных мыслей, пытаясь заглушить сознание, не думать о том, что творилось вокруг и чему он был видным участником, — начал пить.","Оттуда ежедневно утренними зорями слышался орудийный гул, но сообщения о ходе боев приходили с большим опозданием и не давали ясного представления о положении на фронте 2-й дивизии.","Если повстанцы испытывали острую нужду в муке при огромных запасах пшеницы (мельницы не успевали работать на армию, и зачастую казаки питались вареной пшеницей), то в самогоне не было недостатка.","Оттуда ежедневно утренними зорями слышался орудийный гул, но сообщения о ходе боев приходили с большим опозданием и не давали ясного представления о положении на фронте 2-й дивизии. В эти дни Григорий, уходя от черных мыслей, пытаясь заглушить сознание, не думать о том, что творилось вокруг и чему он был видным участником, — начал пить. Если повстанцы испытывали острую нужду в муке при огромных запасах пшеницы (мельницы не успевали работать на армию, и зачастую казаки питались вареной пшеницей), то в самогоне не было недостатка.",False,,False,,True,903,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
PHRASE,PHR_048,26833,4,5,вспомнить разговор,вспомнил разговор,"XLII
Наутро, проснувшись, Григорий вспомнил разговор с Ермаковым и Медведевым.","Ронял голову на руки, а через несколько минут, дико озираясь, опять начинал:
Да со служб’цы д’мой!..",Он не был ночью уж настолько пьян и без особого напряжения восстановил в памяти разговоры о замене власти.,"Ронял голову на руки, а через несколько минут, дико озираясь, опять начинал:
Да со служб’цы д’мой!.. XLII
Наутро, проснувшись, Григорий вспомнил разговор с Ермаковым и Медведевым. Он не был ночью уж настолько пьян и без особого напряжения восстановил в памяти разговоры о замене власти.",False,,False,,True,905,вспомнить разговор [память / воспоминание],память / воспоминание,REMEMBER,PHRASE,PHRASE,CORE,manual_existing,,вспомнить разговор,вспомнить разговор,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_014,26833,4,4,вспомнить,вспомнил,"XLII
Наутро, проснувшись, Григорий вспомнил разговор с Ермаковым и Медведевым.","Ронял голову на руки, а через несколько минут, дико озираясь, опять начинал:
Да со служб’цы д’мой!..",Он не был ночью уж настолько пьян и без особого напряжения восстановил в памяти разговоры о замене власти.,"Ронял голову на руки, а через несколько минут, дико озираясь, опять начинал:
Да со служб’цы д’мой!.. XLII
Наутро, проснувшись, Григорий вспомнил разговор с Ермаковым и Медведевым. Он не был ночью уж настолько пьян и без особого напряжения восстановил в памяти разговоры о замене власти.",True,PHR_048,False,,False,906,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
PHRASE,PHR_035,26838,2,3,мысленно проговорить,мысленно проговорил,"«Ребячья игра», — мысленно проговорил Григорий и легко вскочил с кровати.","Григория же хотели привлечь к себе, не понимая всей гибельности распри внутри повстанческого лагеря, когда каждую минуту красный фронт, будучи поколеблен у Донца, мог без труда смести их вместе с их «междуусобьем».","Одевшись, он разбудил Ермакова и Медведева, позвал их в горницу, плотно притворил дверь.","Григория же хотели привлечь к себе, не понимая всей гибельности распри внутри повстанческого лагеря, когда каждую минуту красный фронт, будучи поколеблен у Донца, мог без труда смести их вместе с их «междуусобьем». «Ребячья игра», — мысленно проговорил Григорий и легко вскочил с кровати. Одевшись, он разбудил Ермакова и Медведева, позвал их в горницу, плотно притворил дверь.",False,,False,,True,910,мысленно проговорил [внутренняя речь],внутренняя речь,INNER_SPEECH,PHRASE,PHRASE,EXTENDED,manual_existing,,мысленно проговорил,мысленно проговорить,YES,same_sentence:Григорий,HERO_INNER_SPEECH,direct_speech+inner_marker;speech_verb_after_quote:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_012,26838,2,2,мысленно,мысленно,"«Ребячья игра», — мысленно проговорил Григорий и легко вскочил с кровати.","Григория же хотели привлечь к себе, не понимая всей гибельности распри внутри повстанческого лагеря, когда каждую минуту красный фронт, будучи поколеблен у Донца, мог без труда смести их вместе с их «междуусобьем».","Одевшись, он разбудил Ермакова и Медведева, позвал их в горницу, плотно притворил дверь.","Григория же хотели привлечь к себе, не понимая всей гибельности распри внутри повстанческого лагеря, когда каждую минуту красный фронт, будучи поколеблен у Донца, мог без труда смести их вместе с их «междуусобьем». «Ребячья игра», — мысленно проговорил Григорий и легко вскочил с кровати. Одевшись, он разбудил Ермакова и Медведева, позвал их в горницу, плотно притворил дверь.",True,PHR_035,False,,False,911,мысленно [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысленно,мысленно,YES,same_sentence:Григорий,HERO_INNER_SPEECH,direct_speech+inner_marker;speech_verb_after_quote:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_001,26860,15,15,думать,думал,"Но к утру, пресытившись любовной горячностью очередной утехи, Григорий трезво и равнодушно, как о постороннем, думал: «Жил и все испытал я за отжитое время.","Бабы и потерявшие девичий цвет девки шли через руки Григория, деля с ним короткую любовь.","Баб и девок перелюбил, на хороших конях… эх!.. потоптал степя, отцовством радовался и людей убивал, сам на смерть ходил, на синее небо красовался.","Бабы и потерявшие девичий цвет девки шли через руки Григория, деля с ним короткую любовь. Но к утру, пресытившись любовной горячностью очередной утехи, Григорий трезво и равнодушно, как о постороннем, думал: «Жил и все испытал я за отжитое время. Баб и девок перелюбил, на хороших конях… эх!.. потоптал степя, отцовством радовался и людей убивал, сам на смерть ходил, на синее небо красовался.",False,,False,,True,916,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_011,26871,2,2,мысль,мыслях,"Григорий в мыслях, спутанных, как сетная дель, ворошил пережитое, натыкался в этой ушедшей куда-то в невозвратное жизни на Аксинью, думал: «Любушка!","Память направляла луч воспоминаний на давно забытый, когда-то виденный пейзаж, и вдруг ослепительно возникали перед Григорием — степной простор, летний шлях, арба, отец на передке, быки, пашня в золотистой щетине скошенных хлебов, черная россыпь грачей на дороге…","Незабудняя!» — и брезгливо отодвигался от спавшей рядом с ним женщины, вздыхал, нетерпеливо ждал рассвета и, едва лишь солнце малиновой росшивью, золотым позументом начинало узорить восток, — вскакивал, умывался, спешил к коню.","Память направляла луч воспоминаний на давно забытый, когда-то виденный пейзаж, и вдруг ослепительно возникали перед Григорием — степной простор, летний шлях, арба, отец на передке, быки, пашня в золотистой щетине скошенных хлебов, черная россыпь грачей на дороге… Григорий в мыслях, спутанных, как сетная дель, ворошил пережитое, натыкался в этой ушедшей куда-то в невозвратное жизни на Аксинью, думал: «Любушка! Незабудняя!» — и брезгливо отодвигался от спавшей рядом с ним женщины, вздыхал, нетерпеливо ждал рассвета и, едва лишь солнце малиновой росшивью, золотым позументом начинало узорить восток, — вскакивал, умывался, спешил к коню.",False,,False,,True,917,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_001,26871,19,19,думать,думал,"Григорий в мыслях, спутанных, как сетная дель, ворошил пережитое, натыкался в этой ушедшей куда-то в невозвратное жизни на Аксинью, думал: «Любушка!","Память направляла луч воспоминаний на давно забытый, когда-то виденный пейзаж, и вдруг ослепительно возникали перед Григорием — степной простор, летний шлях, арба, отец на передке, быки, пашня в золотистой щетине скошенных хлебов, черная россыпь грачей на дороге…","Незабудняя!» — и брезгливо отодвигался от спавшей рядом с ним женщины, вздыхал, нетерпеливо ждал рассвета и, едва лишь солнце малиновой росшивью, золотым позументом начинало узорить восток, — вскакивал, умывался, спешил к коню.","Память направляла луч воспоминаний на давно забытый, когда-то виденный пейзаж, и вдруг ослепительно возникали перед Григорием — степной простор, летний шлях, арба, отец на передке, быки, пашня в золотистой щетине скошенных хлебов, черная россыпь грачей на дороге… Григорий в мыслях, спутанных, как сетная дель, ворошил пережитое, натыкался в этой ушедшей куда-то в невозвратное жизни на Аксинью, думал: «Любушка! Незабудняя!» — и брезгливо отодвигался от спавшей рядом с ним женщины, вздыхал, нетерпеливо ждал рассвета и, едва лишь солнце малиновой росшивью, золотым позументом начинало узорить восток, — вскакивал, умывался, спешил к коню.",False,,False,,True,918,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_002,27001,4,4,подумать,подумал,"«Можно с постоянного прицела», — подумал Григорий, с бьющимся сердцем прижимая к плечу приклад винтовки, беря на мушку сторожевого гусака.","Тихий гогот, кряканье, всплески воды доносило от пруда.","После выстрела Григорий вскочил на ноги, оглушенный хлопаньем крыльев, гагаканьем гусиной станицы.","Тихий гогот, кряканье, всплески воды доносило от пруда. «Можно с постоянного прицела», — подумал Григорий, с бьющимся сердцем прижимая к плечу приклад винтовки, беря на мушку сторожевого гусака. После выстрела Григорий вскочил на ноги, оглушенный хлопаньем крыльев, гагаканьем гусиной станицы.",False,,False,,True,920,подумать [инициация мысли],инициация мысли,WORD_CORE,WORD,S1,CORE,curated,,подумать,подумать,YES,same_sentence:Григорий,HERO_DIRECT_SPEECH,direct_speech;speech_verb_after_quote:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_001,27100,1,1,думать,думали,"— Мы думали, в тюрьме бунтуются, товарищ Мелехов!",Марш!,"— Писаренок прибег, говорит: «Налетел какой-то черный, замки сбивает!»","Марш! — Мы думали, в тюрьме бунтуются, товарищ Мелехов! — Писаренок прибег, говорит: «Налетел какой-то черный, замки сбивает!»",False,,False,,True,921,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Мелехов,OTHERS_TO_HERO,direct_speech;unknown_speaker;hero_name_in_utterance;speechact=STATEMENT,LOW,UNKNOWN,Мелехов,STATEMENT,3,Книга третья,6,Часть шестая
WORD,S1_002,27308,6,6,подумать,подумал,"«Скоро все покачнулось без хозяина», — равнодушно подумал Григорий, обходя коршуновское подворье.",Всюду виднелись следы запустения и разрухи.,Он вернулся в курень.,"Всюду виднелись следы запустения и разрухи. «Скоро все покачнулось без хозяина», — равнодушно подумал Григорий, обходя коршуновское подворье. Он вернулся в курень.",False,,False,,True,926,подумать [инициация мысли],инициация мысли,WORD_CORE,WORD,S1,CORE,curated,,подумать,подумать,YES,same_sentence:Григорий,HERO_DIRECT_SPEECH,direct_speech;speech_verb_after_quote:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_017,27435,1,1,понять,понять,"Как понять? — спросил Григорий, плохо понимавший церковнославянский язык.",— Это к чему же?,"— К тому, поганец, что бегать вам, смутителям, по горам.","— Это к чему же? Как понять? — спросил Григорий, плохо понимавший церковнославянский язык. — К тому, поганец, что бегать вам, смутителям, по горам.",False,,False,,True,928,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_017,27452,3,3,понять,понять,"— Как же это понять? — снова спросил Григорий, ощущая легкую досаду.","От гнева Господня не поживут вовек, но будет весь в запустение, и всяк ходяй сквозе Вавилон подивится и позвиждет над всякою язвою его».","Дед Гришака не отвечал, закрыл Библию и прилег на лежанку.","От гнева Господня не поживут вовек, но будет весь в запустение, и всяк ходяй сквозе Вавилон подивится и позвиждет над всякою язвою его». — Как же это понять? — снова спросил Григорий, ощущая легкую досаду. Дед Гришака не отвечал, закрыл Библию и прилег на лежанку.",False,,False,,True,929,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,YES,same_sentence:Григорий,HERO_DIRECT_SPEECH,direct_speech;speech_verb_after_quote:Григорий,HIGH,Григорий,,,3,Книга третья,6,Часть шестая
WORD,S1_001,27454,5,5,думать,думал,"«И вот сроду люди так, — думал Григорий, выходя из горенки.","Дед Гришака не отвечал, закрыл Библию и прилег на лежанку.","— Смолоду бесются, водку жрут и к другим грехам прикладываются, а под старость, что ни лютей смолоду был, то больше начинает за Бога хорониться.","Дед Гришака не отвечал, закрыл Библию и прилег на лежанку. «И вот сроду люди так, — думал Григорий, выходя из горенки. — Смолоду бесются, водку жрут и к другим грехам прикладываются, а под старость, что ни лютей смолоду был, то больше начинает за Бога хорониться.",False,,False,,True,930,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_001,27462,4,4,думать,думая,"Григорий возвращался от тещи, думая о разговоре с дедом Гришакой, о таинственных, непонятных «речениях» Библии.",Я до Библиев не охотник».,Наталья тоже шла молча.,"Я до Библиев не охотник». Григорий возвращался от тещи, думая о разговоре с дедом Гришакой, о таинственных, непонятных «речениях» Библии. Наталья тоже шла молча.",False,,False,,True,931,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григорий,OTHERS_TO_HERO,direct_speech;unknown_speaker;hero_name_in_utterance;speechact=STATEMENT,LOW,UNKNOWN,Григорий,STATEMENT,3,Книга третья,6,Часть шестая
WORD,S1_004,27467,4,4,решить,решив,"Ночь промолчал и Григорий, решив, что лучше пока не допытываться у нее о причинах столь небывалого в их взаимоотношениях холода…","Но ни единого слова в упрек не сказала, ни о чем не спрашивала.","Они шли молча по безлюдной улице, чужие друг другу больше, чем когда бы то ни было.","Но ни единого слова в упрек не сказала, ни о чем не спрашивала. Ночь промолчал и Григорий, решив, что лучше пока не допытываться у нее о причинах столь небывалого в их взаимоотношениях холода… Они шли молча по безлюдной улице, чужие друг другу больше, чем когда бы то ни было.",False,,False,,True,932,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
WORD,S1_001,27554,1,1,думать,думал,"Григорий думал поработать дней пять, посеять себе и теще, вспахать десятины две под бахчу и подсолнухи, а потом вызвать из сотни отца, чтобы он доканчивал посев.","Ильинична с Дуняшкой, на ночь глядя, затеяли топить печь, чтобы сготовить пахарю к заре харчи.","Из трубы куреня вился сиреневый дымок, по базу бегала взматеревшая в девках Дуняшка, собирая сухой хворост на поджижки.","Ильинична с Дуняшкой, на ночь глядя, затеяли топить печь, чтобы сготовить пахарю к заре харчи. Григорий думал поработать дней пять, посеять себе и теще, вспахать десятины две под бахчу и подсолнухи, а потом вызвать из сотни отца, чтобы он доканчивал посев. Из трубы куреня вился сиреневый дымок, по базу бегала взматеревшая в девках Дуняшка, собирая сухой хворост на поджижки.",False,,False,,True,937,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,YES,same_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=YES,HIGH,NARRATOR,,,3,Книга третья,6,Часть шестая
