hit_type,marker_id,sent_id,token_idx,token_end_idx,target_lemma,target_surface,sent_text,prev_sent_text,next_sent_text,context_window,overlaps_phrase,phrase_overlap_ids,is_noise,noise_reason,count_in_main_stats,hit_id
WORD,S1_001,5337,0,0,думать,Думаешь,"— Думаешь жить с ним, нет ли?",— В Ягодном он… — тихо ответила та.,"— Она, может, и думала б, да он об ней не понимает, — вмешалась хозяйка.","— В Ягодном он… — тихо ответила та. — Думаешь жить с ним, нет ли? — Она, может, и думала б, да он об ней не понимает, — вмешалась хозяйка.",False,,False,,True,109
WORD,S1_001,5338,3,3,думать,думала,"— Она, может, и думала б, да он об ней не понимает, — вмешалась хозяйка.","— Думаешь жить с ним, нет ли?","Наталья почувствовала, как горячая до слез кровь плеснулась ей в лицо.","— Думаешь жить с ним, нет ли? — Она, может, и думала б, да он об ней не понимает, — вмешалась хозяйка. Наталья почувствовала, как горячая до слез кровь плеснулась ей в лицо.",False,,False,,True,110
WORD,S1_004,5347,22,22,решить,решила,"Стыд за свое неопределенное положение (она все не верила, что Григорий ушел навсегда, и, прощая, ждала его) толкнул ее на следующий поступок: решила послать тайком от домашних в Ягодное к Григорию, чтобы узнать, совсем ли ушел он и не одумался ли.","С трудом высидев до конца, она ушла, унося в душе неоформленное решение.",Пришла она от Пелагеи поздно.,"С трудом высидев до конца, она ушла, унося в душе неоформленное решение. Стыд за свое неопределенное положение (она все не верила, что Григорий ушел навсегда, и, прощая, ждала его) толкнул ее на следующий поступок: решила послать тайком от домашних в Ягодное к Григорию, чтобы узнать, совсем ли ушел он и не одумался ли. Пришла она от Пелагеи поздно.",False,,False,,True,111
WORD,S1_001,5370,0,0,думать,Думала,"Думала, сгоряча ты ушел, и ждала, что возвернешься, но я разлучать вас не хочу.","Я тебя ничем не оскорбила, и я ждала, что ты мне развяжешь руки и скажешь, что ты ушел навовсе, а ты отроился от хутора и молчишь, как мертвый.","Пущай лучше одна я в землю затоптанная, чем двое.","Я тебя ничем не оскорбила, и я ждала, что ты мне развяжешь руки и скажешь, что ты ушел навовсе, а ты отроился от хутора и молчишь, как мертвый. Думала, сгоряча ты ушел, и ждала, что возвернешься, но я разлучать вас не хочу. Пущай лучше одна я в землю затоптанная, чем двое.",False,,False,,True,112
WORD,S1_001,5373,3,3,думать,думать,"Узнаю — буду одно думать, а то я стою посередь дороги.",Пожалей напоследок и пропиши.,"Ты, Гриша, не серчай на меня, ради Христа.","Пожалей напоследок и пропиши. Узнаю — буду одно думать, а то я стою посередь дороги. Ты, Гриша, не серчай на меня, ради Христа.",False,,False,,True,113
PHRASE,PHR_086,5401,6,7,собраться идти,собрались идти,"Мирон Григорьевич с дедом Гришакой уже собрались идти в церковь, когда она встала и вышла на кухню.",Легкий озноб сотрясал ее согнутое калачиком тело.,"На висках ее, у гладко причесанных черных волос, глянцевител пот, масленой нездоровой поволокой подернулись глаза.","Легкий озноб сотрясал ее согнутое калачиком тело. Мирон Григорьевич с дедом Гришакой уже собрались идти в церковь, когда она встала и вышла на кухню. На висках ее, у гладко причесанных черных волос, глянцевител пот, масленой нездоровой поволокой подернулись глаза.",False,,False,,True,114
WORD,S1_008,5412,17,17,обдумывать,обдумывая,"Вялая, она переходила от сундука к кровати, невидящими глазами оглядывала взвороченный в сундуке ворох нарядов, мучительно что-то обдумывая, шепча губами.",В курене остались Лукинична и Наталья.,"Лукинична подумала, что Наталья колеблется в выборе наряда, и с материнским великодушием предложила:
— Надевай, милая, мою синюю юбку.","В курене остались Лукинична и Наталья. Вялая, она переходила от сундука к кровати, невидящими глазами оглядывала взвороченный в сундуке ворох нарядов, мучительно что-то обдумывая, шепча губами. Лукинична подумала, что Наталья колеблется в выборе наряда, и с материнским великодушием предложила:
— Надевай, милая, мою синюю юбку.",False,,False,,True,115
WORD,S1_002,5413,1,1,подумать,подумала,"Лукинична подумала, что Наталья колеблется в выборе наряда, и с материнским великодушием предложила:
— Надевай, милая, мою синюю юбку.","Вялая, она переходила от сундука к кровати, невидящими глазами оглядывала взвороченный в сундуке ворох нарядов, мучительно что-то обдумывая, шепча губами.",Она тебе теперича как раз будет.,"Вялая, она переходила от сундука к кровати, невидящими глазами оглядывала взвороченный в сундуке ворох нарядов, мучительно что-то обдумывая, шепча губами. Лукинична подумала, что Наталья колеблется в выборе наряда, и с материнским великодушием предложила:
— Надевай, милая, мою синюю юбку. Она тебе теперича как раз будет.",False,,False,,True,116
WORD,S1_010,5413,4,4,колебаться,колеблется,"Лукинична подумала, что Наталья колеблется в выборе наряда, и с материнским великодушием предложила:
— Надевай, милая, мою синюю юбку.","Вялая, она переходила от сундука к кровати, невидящими глазами оглядывала взвороченный в сундуке ворох нарядов, мучительно что-то обдумывая, шепча губами.",Она тебе теперича как раз будет.,"Вялая, она переходила от сундука к кровати, невидящими глазами оглядывала взвороченный в сундуке ворох нарядов, мучительно что-то обдумывая, шепча губами. Лукинична подумала, что Наталья колеблется в выборе наряда, и с материнским великодушием предложила:
— Надевай, милая, мою синюю юбку. Она тебе теперича как раз будет.",False,,False,,True,117
WORD,S1_014,5415,8,8,вспомнить,вспомнив,"К Пасхе Наталье не шили обновы, и Лукинична, вспомнив, как дочь, еще в девках, любила по праздникам надевать ее синюю, узкую в подоле юбку, сама навязалась со своим добром, думая, что Наталья загоревалась над выбором.",Она тебе теперича как раз будет.,"— Наденешь, что ль?","Она тебе теперича как раз будет. К Пасхе Наталье не шили обновы, и Лукинична, вспомнив, как дочь, еще в девках, любила по праздникам надевать ее синюю, узкую в подоле юбку, сама навязалась со своим добром, думая, что Наталья загоревалась над выбором. — Наденешь, что ль?",False,,False,,True,118
WORD,S1_001,5415,29,29,думать,думая,"К Пасхе Наталье не шили обновы, и Лукинична, вспомнив, как дочь, еще в девках, любила по праздникам надевать ее синюю, узкую в подоле юбку, сама навязалась со своим добром, думая, что Наталья загоревалась над выбором.",Она тебе теперича как раз будет.,"— Наденешь, что ль?","Она тебе теперича как раз будет. К Пасхе Наталье не шили обновы, и Лукинична, вспомнив, как дочь, еще в девках, любила по праздникам надевать ее синюю, узкую в подоле юбку, сама навязалась со своим добром, думая, что Наталья загоревалась над выбором. — Наденешь, что ль?",False,,False,,True,119
PHRASE,PHR_050,5420,7,8,вдруг вспомнить,вдруг вспомнила,"— Наталья бережно вытащила свою зеленую юбку и вдруг вспомнила, что в этой юбке была она, когда Григорий женихом приезжал ее проведать, под прохладным навесом сарая в первый раз пристыдил ее летучим поцелуем, и затряслась в приступившем рыдании, грудью навалилась на поднятую ребром крышку сундука.",Я в этой пойду.,— Наталья!,"Я в этой пойду. — Наталья бережно вытащила свою зеленую юбку и вдруг вспомнила, что в этой юбке была она, когда Григорий женихом приезжал ее проведать, под прохладным навесом сарая в первый раз пристыдил ее летучим поцелуем, и затряслась в приступившем рыдании, грудью навалилась на поднятую ребром крышку сундука. — Наталья!",False,,False,,True,120
WORD,S1_014,5420,8,8,вспомнить,вспомнила,"— Наталья бережно вытащила свою зеленую юбку и вдруг вспомнила, что в этой юбке была она, когда Григорий женихом приезжал ее проведать, под прохладным навесом сарая в первый раз пристыдил ее летучим поцелуем, и затряслась в приступившем рыдании, грудью навалилась на поднятую ребром крышку сундука.",Я в этой пойду.,— Наталья!,"Я в этой пойду. — Наталья бережно вытащила свою зеленую юбку и вдруг вспомнила, что в этой юбке была она, когда Григорий женихом приезжал ее проведать, под прохладным навесом сарая в первый раз пристыдил ее летучим поцелуем, и затряслась в приступившем рыдании, грудью навалилась на поднятую ребром крышку сундука. — Наталья!",True,PHR_050,False,,False,121
WORD,S1_001,5436,9,9,думать,думала,"Дорогой пыталась она вернуть себе прежнее уравновешенное состояние духа, думала о празднике, обо всем отрывочно и туманно, но мысль упрямо возвращалась к синему клочку оберточной бумаги, спрятанной на груди, к Григорию и к той счастливой, которая теперь над ней снисходительно смеется и, быть может, даже жалеет…","Придерживая левой рукой подол юбки, обходя перламутровую синь раскинутых по улице лужиц, Наталья дошла до церкви.",Она вошла в ограду.,"Придерживая левой рукой подол юбки, обходя перламутровую синь раскинутых по улице лужиц, Наталья дошла до церкви. Дорогой пыталась она вернуть себе прежнее уравновешенное состояние духа, думала о празднике, обо всем отрывочно и туманно, но мысль упрямо возвращалась к синему клочку оберточной бумаги, спрятанной на груди, к Григорию и к той счастливой, которая теперь над ней снисходительно смеется и, быть может, даже жалеет… Она вошла в ограду.",False,,False,,True,122
WORD,S1_011,5436,18,18,мысль,мысль,"Дорогой пыталась она вернуть себе прежнее уравновешенное состояние духа, думала о празднике, обо всем отрывочно и туманно, но мысль упрямо возвращалась к синему клочку оберточной бумаги, спрятанной на груди, к Григорию и к той счастливой, которая теперь над ней снисходительно смеется и, быть может, даже жалеет…","Придерживая левой рукой подол юбки, обходя перламутровую синь раскинутых по улице лужиц, Наталья дошла до церкви.",Она вошла в ограду.,"Придерживая левой рукой подол юбки, обходя перламутровую синь раскинутых по улице лужиц, Наталья дошла до церкви. Дорогой пыталась она вернуть себе прежнее уравновешенное состояние духа, думала о празднике, обо всем отрывочно и туманно, но мысль упрямо возвращалась к синему клочку оберточной бумаги, спрятанной на груди, к Григорию и к той счастливой, которая теперь над ней снисходительно смеется и, быть может, даже жалеет… Она вошла в ограду.",False,,False,,True,123
WORD,S1_011,5457,3,3,мысль,мысли,"Наталья ощупью, без мысли, без чувства, в черной тоске, когтившей ее заполненную позором и отчаянием душу, добралась до угла.","В сарае — сухая прохлада, запах ременной упряжи и слежалой соломы.","Взяла в руки держак косы, сняла с него косу (движения ее были медлительно-уверенны, точны) и, запрокинув голову, с силой и опалившей ее радостной решимостью резнула острием по горлу.","В сарае — сухая прохлада, запах ременной упряжи и слежалой соломы. Наталья ощупью, без мысли, без чувства, в черной тоске, когтившей ее заполненную позором и отчаянием душу, добралась до угла. Взяла в руки держак косы, сняла с него косу (движения ее были медлительно-уверенны, точны) и, запрокинув голову, с силой и опалившей ее радостной решимостью резнула острием по горлу.",False,,False,,True,124
WORD,S1_020,5462,0,0,ясно,Ясно,"Ясно слышала, ощущала противный капустный хруст разрезаемого тела; нарастающая волна острой боли полымем прошлась по груди до горла, звенящими иглами воткнулась в уши…","На коленях доползла до стены, уперла в нее тупой конец, тот, который надевается на держак, и, заломив над запрокинутой головой руки, грудью твердо подалась вперед, вперед…",В курене скрипнула дверь.,"На коленях доползла до стены, уперла в нее тупой конец, тот, который надевается на держак, и, заломив над запрокинутой головой руки, грудью твердо подалась вперед, вперед… Ясно слышала, ощущала противный капустный хруст разрезаемого тела; нарастающая волна острой боли полымем прошлась по груди до горла, звенящими иглами воткнулась в уши… В курене скрипнула дверь.",False,,False,,True,125
WORD,S1_001,5471,3,3,думать,думаешь,— Что ж ты думаешь?,— Слава богу.,А?,— Слава богу. — Что ж ты думаешь? А?,False,,False,,True,126
WORD,S1_016,5480,3,3,помнить,помни,"Но ты, Гришка, помни мое слово: рано аль поздно убью!","— Нынче я драться с тобой не буду, не хочу…",— Слепой сказал: «посмотрим».,"— Нынче я драться с тобой не буду, не хочу… Но ты, Гришка, помни мое слово: рано аль поздно убью! — Слепой сказал: «посмотрим».",False,,False,,True,127
WORD,S1_017,5490,5,5,понять,пойму,"— Ты мне не жалься, не пойму.","Крепко ты меня обидел, Григорий!..",Сытый голодного не разумеет.,"Крепко ты меня обидел, Григорий!.. — Ты мне не жалься, не пойму. Сытый голодного не разумеет.",False,,False,,True,128
WORD,S1_016,5494,0,0,помнить,Помнишь,"Помнишь, в позапрошлом годе на Маслену дрались мы в стенках?","— Жалкую я об одном, парень… дюже жалкую…",— Это когда?,"— Жалкую я об одном, парень… дюже жалкую… Помнишь, в позапрошлом годе на Маслену дрались мы в стенках? — Это когда?",False,,False,,True,129
WORD,S1_016,5497,4,4,помнить,помнишь,"Холостые с женатыми дрались, помнишь?","— Да в энтот раз, как постовала убили.","Помнишь, как я за тобой гнал?","— Да в энтот раз, как постовала убили. Холостые с женатыми дрались, помнишь? Помнишь, как я за тобой гнал?",False,,False,,True,130
WORD,S1_016,5498,0,0,помнить,Помнишь,"Помнишь, как я за тобой гнал?","Холостые с женатыми дрались, помнишь?","Жидковат ты был, куга зеленая супротив меня.","Холостые с женатыми дрались, помнишь? Помнишь, как я за тобой гнал? Жидковат ты был, куга зеленая супротив меня.",False,,False,,True,131
WORD,ALEX_008,5503,5,5,вспоминать,вспоминая,"Степан потер лоб рукой, что-то вспоминая.","— Не горюй, ишо как-нибудь цокнемся.","Пан, ведя Крепыша в поводу, крикнул Григорию:
— Трогай!","— Не горюй, ишо как-нибудь цокнемся. Степан потер лоб рукой, что-то вспоминая. Пан, ведя Крепыша в поводу, крикнул Григорию:
— Трогай!",False,,False,,True,132
WORD,S1_001,5529,3,3,думать,думала,"— Я робела, Гриша… думала, что ты бросишь…",— Что ж ты молчала раньше?,"Барабаня пальцами по спинке кровати, Григорий спросил:
— Скоро?","— Что ж ты молчала раньше? — Я робела, Гриша… думала, что ты бросишь… Барабаня пальцами по спинке кровати, Григорий спросил:
— Скоро?",False,,False,,True,133
WORD,S1_002,5541,1,1,подумать,подумай,Сам подумай!..,"Роняя злые слезы, Аксинья сидела на лавке, давилась горячим шепотом:
— С ним сколько годов жила — и ничего!..",Я не хворая баба была…,"Роняя злые слезы, Аксинья сидела на лавке, давилась горячим шепотом:
— С ним сколько годов жила — и ничего!.. Сам подумай!.. Я не хворая баба была…",False,,False,,True,134
WORD,S1_001,5573,0,0,думать,Думаешь,"Думаешь, угоняешься за длинным рублем?","Петро посидел на крылечке, расспросил о работе, харчах, жалованье; на все придакивая, жевал обгрызенный окомелок усины и, выведав, сказал Григорию на прощанье:
— Шел бы ты домой жить, хвост-то ломать нечего.",— Я за ним не гоняюсь.,"Петро посидел на крылечке, расспросил о работе, харчах, жалованье; на все придакивая, жевал обгрызенный окомелок усины и, выведав, сказал Григорию на прощанье:
— Шел бы ты домой жить, хвост-то ломать нечего. Думаешь, угоняешься за длинным рублем? — Я за ним не гоняюсь.",False,,False,,True,135
WORD,S1_001,5575,0,0,думать,Думаешь,— Думаешь с своей жить? — свернул Петро разговор.,— Я за ним не гоняюсь.,— С какой своей?,— Я за ним не гоняюсь. — Думаешь с своей жить? — свернул Петро разговор. — С какой своей?,False,,False,,True,136
WORD,S1_001,5578,1,1,думать,думаю,"— Покеда думаю, а что?",— С этой.,"— Так, с интересу попытал.","— С этой. — Покеда думаю, а что? — Так, с интересу попытал.",False,,False,,True,137
WORD,S1_014,5603,5,5,вспомнить,вспомнив,"Петро уже выехал со двора; вспомнив, закричал стоявшему на крыльце Григорию:
— Наталья-то…",— Путь добрый!,Забыл… беда какая…,"— Путь добрый! Петро уже выехал со двора; вспомнив, закричал стоявшему на крыльце Григорию:
— Наталья-то… Забыл… беда какая…",False,,False,,True,138
WORD,ALEX_012,5659,7,7,догадаться,догадался,"Вглядываясь в пышущий жаром рот Аксиньи, скорее догадался, чем разобрал:
— Пу-по-вину пер-гры-зи… за-вя-жи ниткой… от ру-ба-хи…","Ошалевший Григорий соскочил на землю и путано, как стреноженный, шагнул к задку повозки.","Григорий прыгающими пальцами выдернул из рукава своей бязевой рубахи пучок ниток, зажмурясь до боли в глазах, перегрыз пуповину и надежно завязал кровоточащий отросток нитками.","Ошалевший Григорий соскочил на землю и путано, как стреноженный, шагнул к задку повозки. Вглядываясь в пышущий жаром рот Аксиньи, скорее догадался, чем разобрал:
— Пу-по-вину пер-гры-зи… за-вя-жи ниткой… от ру-ба-хи… Григорий прыгающими пальцами выдернул из рукава своей бязевой рубахи пучок ниток, зажмурясь до боли в глазах, перегрыз пуповину и надежно завязал кровоточащий отросток нитками.",False,,False,,True,139
WORD,ALEX_007,5680,2,2,припоминать,припоминая,"Просыпался, тужился, припоминая, но позади была чернота — гладко, как стесано, и черно, не то что сна — лица ни одного не видел.","Тупо влипал глазами в одну точку, измышлял и до того дошел, что в действительности совсем перестал сны видеть.","Выдыхался Вениамин в нехитрых своих выдумках, а пан сердился, изловив рассказчика в повторах.","Тупо влипал глазами в одну точку, измышлял и до того дошел, что в действительности совсем перестал сны видеть. Просыпался, тужился, припоминая, но позади была чернота — гладко, как стесано, и черно, не то что сна — лица ни одного не видел. Выдыхался Вениамин в нехитрых своих выдумках, а пан сердился, изловив рассказчика в повторах.",False,,False,,True,140
WORD,S1_016,5741,15,15,помнить,помнил,"Запрокидываясь с козел, удерживая в натянутых руках тугую дрожь вожжей, Григорий опасливо косился на раскаты, помнил, как по первопутку пан за неловкий толчок сунул ему в затылок крепкий не по-стариковски кулак.",— Пан указал глазами на рысака.,"Спустились к мосту, и тут, по Дону, Григорий ослабил вожжи, растирая перчаткой охваченные ветровым огнем щеки.","— Пан указал глазами на рысака. Запрокидываясь с козел, удерживая в натянутых руках тугую дрожь вожжей, Григорий опасливо косился на раскаты, помнил, как по первопутку пан за неловкий толчок сунул ему в затылок крепкий не по-стариковски кулак. Спустились к мосту, и тут, по Дону, Григорий ослабил вожжи, растирая перчаткой охваченные ветровым огнем щеки.",False,,False,,True,141
WORD,S1_011,5806,4,4,мысль,мысли,"Аксинья пробовала уснуть, но мысли разметывали сон, как ветер копну сена.","Григорий повернулся на бок, сказал внятно:
— На хуторе Ольшанском… — и смолк.","Она до света продумала об этой бессвязной фразе, подыскивая к ней отгадку…","Григорий повернулся на бок, сказал внятно:
— На хуторе Ольшанском… — и смолк. Аксинья пробовала уснуть, но мысли разметывали сон, как ветер копну сена. Она до света продумала об этой бессвязной фразе, подыскивая к ней отгадку…",False,,False,,True,142
WORD,ALEX_008,5821,14,14,вспоминать,вспоминая,"Аксинья, касаясь пальцами его ноги, часто повторяла:
— Гриша, погоди… что-то хотела сказать… — и морщилась, вспоминая, растерянная, дрожащая.","Григорий с рассчитанной медлительностью затягивал подпруги, садился на коня и разбирал поводья.","— Ну, прощай!","Григорий с рассчитанной медлительностью затягивал подпруги, садился на коня и разбирал поводья. Аксинья, касаясь пальцами его ноги, часто повторяла:
— Гриша, погоди… что-то хотела сказать… — и морщилась, вспоминая, растерянная, дрожащая. — Ну, прощай!",False,,False,,True,143
WORD,S1_001,5836,9,9,думать,думаешь,"Пантелей Прокофьевич повернулся спиной к лошади, спросил:
— Значится, не думаешь с женой жить?",Поехали шагом.,— Давнишний сказ… отгутарили…,"Поехали шагом. Пантелей Прокофьевич повернулся спиной к лошади, спросил:
— Значится, не думаешь с женой жить? — Давнишний сказ… отгутарили…",False,,False,,True,144
WORD,S1_001,5838,1,1,думать,думаешь,"— Не думаешь, стал быть?",— Давнишний сказ… отгутарили…,"— Стал быть, так.","— Давнишний сказ… отгутарили… — Не думаешь, стал быть? — Стал быть, так.",False,,False,,True,145
WORD,S1_004,5935,7,7,решить,решили,"К концу обмера чины, посоветовавшись за столом, решили:
— В армию.",Чирьяки это.,"— В Двенадцатый полк, Мелехов.","Чирьяки это. К концу обмера чины, посоветовавшись за столом, решили:
— В армию. — В Двенадцатый полк, Мелехов.",False,,False,,True,146
WORD,S1_025,5988,43,43,полагать,полагаемом,"Под ногами Григория лежала ненадеванная попона, на ней порядком разложены седло с окованным, крашенным в зеленое ленчиком, с саквами и задними сумами, две шинели, двое шаровар, мундир, две пары сапог, белье, фунт и пятьдесят четыре золотника сухарей, банка консервов, крупа и прочая, в полагаемом для всадника количестве, снедь.","Григорий заметил, как над рыжей бровью сотника трепетал, трогая веко, живчик.","В раскрытых сумах виднелся круг — на четыре ноги — подков, ухнали, завернутые в промасленную тряпку, шитвянка с двумя иголками и нитками, полотенце.","Григорий заметил, как над рыжей бровью сотника трепетал, трогая веко, живчик. Под ногами Григория лежала ненадеванная попона, на ней порядком разложены седло с окованным, крашенным в зеленое ленчиком, с саквами и задними сумами, две шинели, двое шаровар, мундир, две пары сапог, белье, фунт и пятьдесят четыре золотника сухарей, банка консервов, крупа и прочая, в полагаемом для всадника количестве, снедь. В раскрытых сумах виднелся круг — на четыре ноги — подков, ухнали, завернутые в промасленную тряпку, шитвянка с двумя иголками и нитками, полотенце.",False,,False,,True,147
WORD,S1_004,6070,1,1,решить,решила,"Оставайся! — решила Ильинична и угощала сноху, двигая по столу глиняную чашку, набитую блинцами.","— Чего ж там, родная жена да гдей-то будет жить!",Пришла Наталья к свекрам после долгих колебаний.,"— Чего ж там, родная жена да гдей-то будет жить! Оставайся! — решила Ильинична и угощала сноху, двигая по столу глиняную чашку, набитую блинцами. Пришла Наталья к свекрам после долгих колебаний.",False,,False,,True,148
WORD,S1_004,6075,2,2,решить,решил,Он твердо решил взять ее в дом и примирить с Григорием.,"Пантелей Прокофьевич сманивал ее все время после того, как проводил Григория на службу.",С того дня Наталья осталась у Мелеховых.,"Пантелей Прокофьевич сманивал ее все время после того, как проводил Григория на службу. Он твердо решил взять ее в дом и примирить с Григорием. С того дня Наталья осталась у Мелеховых.",False,,False,,True,149
WORD,S1_002,6094,11,11,подумать,подумай,"А Наталья теперича будет у нас проживать, и ты об этом подумай.",За царем служба не пропадет.,А ишо беда: на Масленую зарезал зверь трех овец.,"За царем служба не пропадет. А Наталья теперича будет у нас проживать, и ты об этом подумай. А ишо беда: на Масленую зарезал зверь трех овец.",False,,False,,True,150
PHRASE,PHR_060,6097,2,3,не забывать,не забывай,"Про жену не забывай, мой тебе приказ.","Ну, бывай здоров и Богом хранимый.",Она ласковая баба и в законе с тобой.,"Ну, бывай здоров и Богом хранимый. Про жену не забывай, мой тебе приказ. Она ласковая баба и в законе с тобой.",False,,False,,True,151
WORD,S1_011,6103,18,18,мысль,мысль,"Пантелей Прокофьевич заставлял Дуняшку или Петра перечитывать их по нескольку раз, вдумываясь в затаенную меж строк неведомую Григорьеву мысль.","На сообщение о том, что Наталья пришла к отцу, ответил сдержанно, просил передать ей поклон; содержание писем его было уклончиво и мутно.","Перед Пасхой он в письме прямо поставил вопрос о том, будет ли Григорий по возвращении со службы жить с женой или по-прежнему с Аксиньей.","На сообщение о том, что Наталья пришла к отцу, ответил сдержанно, просил передать ей поклон; содержание писем его было уклончиво и мутно. Пантелей Прокофьевич заставлял Дуняшку или Петра перечитывать их по нескольку раз, вдумываясь в затаенную меж строк неведомую Григорьеву мысль. Перед Пасхой он в письме прямо поставил вопрос о том, будет ли Григорий по возвращении со службы жить с женой или по-прежнему с Аксиньей.",False,,False,,True,152
WORD,S1_005,6112,11,11,решать,решать,"Как зачнется война, может, и я живой не буду, загодя нечего решать.","Нады поймали на границе одного с контрабандой, и нам довелось его повидать, объясняет, что вскорости будет с австрийцами война и царь ихний будто приезжал к границе, осматривал, откель зачинать войну и какие земли себе захапать.","* * *
Наталья работала у свекра и жила, взращивая бессознательную надежду на возвращение мужа, опираясь на нее надломленным духом.","Нады поймали на границе одного с контрабандой, и нам довелось его повидать, объясняет, что вскорости будет с австрийцами война и царь ихний будто приезжал к границе, осматривал, откель зачинать войну и какие земли себе захапать. Как зачнется война, может, и я живой не буду, загодя нечего решать. * * *
Наталья работала у свекра и жила, взращивая бессознательную надежду на возвращение мужа, опираясь на нее надломленным духом.",False,,False,,True,153
WORD,ALEX_008,6182,1,1,вспоминать,вспоминали,"Старики вспоминали минувшие войны, делились предположениями:
— Не бывать войне, по урожаю видать.","Мелехов Пантелей, беседуя на майдане со стариками, веско доказывал:
— Пишет Григорий наш, что астрицкий царь наезжал на границу и отдал приказ, чтоб всю свою войску согнать в одну месту и идтить на Москву и Петербург.",— Урожай тут ни при чем.,"Мелехов Пантелей, беседуя на майдане со стариками, веско доказывал:
— Пишет Григорий наш, что астрицкий царь наезжал на границу и отдал приказ, чтоб всю свою войску согнать в одну месту и идтить на Москву и Петербург. Старики вспоминали минувшие войны, делились предположениями:
— Не бывать войне, по урожаю видать. — Урожай тут ни при чем.",False,,False,,True,154
WORD,S1_017,6198,39,39,понять,понятых,"Отбивали косы по хутору, выстругивали грабельники, бабы квасы томили косарям на утеху, а тут приспел случай, колыхнувший хутор от края до другого: приехал становой пристав со следователем и с чернозубым мозглявеньким офицером в форме, досель невиданной; вытребовали атамана, согнали понятых и прямиком направились к Лукешке-косой.","Одна земля, а соки разные высасывает трава; за бугром в степи клеклый чернозем что хрящ: табун прометется — копытного следа не увидишь; тверда земля, и растет по ней трава сильная, духовитая, лошади по пузо; а возле Дона и за Доном мочливая, рыхлая почва гонит травы безрадостные и никудышные, брезгает ими и скотина в иной год.",Следователь нес в руке парусиновую фуражку с форменным значком.,"Одна земля, а соки разные высасывает трава; за бугром в степи клеклый чернозем что хрящ: табун прометется — копытного следа не увидишь; тверда земля, и растет по ней трава сильная, духовитая, лошади по пузо; а возле Дона и за Доном мочливая, рыхлая почва гонит травы безрадостные и никудышные, брезгает ими и скотина в иной год. Отбивали косы по хутору, выстругивали грабельники, бабы квасы томили косарям на утеху, а тут приспел случай, колыхнувший хутор от края до другого: приехал становой пристав со следователем и с чернозубым мозглявеньким офицером в форме, досель невиданной; вытребовали атамана, согнали понятых и прямиком направились к Лукешке-косой. Следователь нес в руке парусиновую фуражку с форменным значком.",False,,False,,True,155
